notice_title,notice_type,project_code,publish_time,admin_region,buyer_name,buyer_address,buyer_contact,agent_name,agent_address,agent_contact,attach_file_names,attach_json,notice_url,crawl_time,purchase_method,budget,budget_source,terminate_reason,change_item,win_total_amount,judge_experts,agent_service_fee,win_supplier,proposed_supplier,single_source_reason,publicity_period,open_bid_time,contact_name,contact_tel
四川省成都市青白江区消防救援大队2026年度人身意外险采购项目（第二次）竞争性磋商公告,竞争性磋商公告,SCSWZB-CD202610236,2026年09月09日 15:37,四川省,成都市青白江区消防救援大队,青白江区复兴大道766号消防救援大队,肖老师 028-83665081,四川顺为招标代理有限公司,成都市武侯区武科西一路3号2栋1单元5层,宋老师 19180456384,报名表.docx,"[{""attach_name"": ""报名表.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=1F4FDA6A48619CAF6AEA0D524AAC76""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27295712.htm,2026-09-09 16:13:03,竞争性磋商,37.2,table,,,,,,,,,,,,
中央美术学院充电桩项目二次竞争性磋商公告,竞争性磋商公告,HL-ZB-24001-50,2026年09月09日 15:33,北京市,中央美术学院,北京市朝阳区花家地南街8号,支老师010-64771908,北京恒乐工程管理有限公司,北京市朝阳区望京中环南路甲2号佳境天城A605,董玉凤、陈震、黄颖、周丹、刘金格、谢万东、李洋、84721120转8064,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27295642.htm,2026-09-09 16:13:03,竞争性磋商,73.32885,table,,,,,,,,,,,,
中国科学院物理研究所先进阿秒激光设施独立接地系统采购项目竞争性磋商,竞争性磋商公告,OITC-G260571756,2026年09月09日 15:32,北京市,中国科学院物理研究所,北京市海淀区中关村南三街8号,suyue@sslab.org.cn,东方国际招标有限责任公司,北京市海淀区丹棱街1号互联网金融中心20层,窦志超、曹山010-68290529,采购需求.pdf,"[{""attach_name"": ""采购需求.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=B5F22DF7365A0A34727772D85186A1""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27295634.htm,2026-09-09 16:13:03,竞争性磋商,195.0,table,,,,,,,,,,,,
无锡市宜兴市消防救援大队关于宜兴市消防救援大队聘请物业项目竞争性磋商,竞争性磋商公告,YXXF2026-005,2026年09月09日 15:30,无锡市,无锡市宜兴市消防救援大队,宜兴市经济开发区诸桥路119号,刘回回18006151325,江阴方正建设工程造价事务所有限公司,无锡市梁溪区锡沪东路365号（创富商务广场A1栋）815室,楼双燕、李晓芳13093075316、0510-88202272,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27295581.htm,2026-09-09 16:13:04,竞争性磋商,27.574282,table,,,,,,,,,,,,
肇庆市封开县消防救援大队2026年伙食配送服务采购项目竞争性磋商,竞争性磋商公告,HJDX-20260724-03,2026年09月09日 15:10,封开县,封开县消防救援大队,广东省肇庆市封开县江口镇封川一路1号（也叫封川街1号）,封开县消防救援大队 0758-6718168,广东德鑫招标代理有限公司,肇庆市怀集县上郭中路五巷38号,尹先生 18529350901,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27295210.htm,2026-09-09 16:13:04,竞争性磋商采购方式：竞争性磋商,184.7735,table,,,,,,,,,,,,
中国科学院海洋研究所液相色谱采购项目竞争性磋商公告,竞争性磋商公告,QDYN-2026-132,2026年09月09日 15:04,青岛市,中国科学院海洋研究所,青岛市西海岸新区海军路88号,王家栋13678882347,青岛一诺项目咨询管理有限公司,青岛市市北区辽阳西路567号浮山国际1号楼911室,丁鑫、18753288591,采购需求.docx,"[{""attach_name"": ""采购需求.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=DC5AAE29AD0BD6639737E51A200192""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27295103.htm,2026-09-09 16:13:04,竞争性磋商,92.0,table,,,,,,,,,,,,
日照市东港区消防救援大队山东省日照市东港区消防救援工会委员会2026年中秋节慰问品采购项目竞争性磋商公告,竞争性磋商公告,SDRC2026-026,2026年09月09日 15:03,东港区,日照市东港区消防救援大队,0633-8266959,庞先生,山东日出管理咨询有限公司,19863382772,刘经理,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27295078.htm,2026-09-09 16:13:04,竞争性磋商,0.1,table,,,,,,,,,,,,
崇明区消防救援支队岱山站综合训练场地项目竞争性磋商公告,竞争性磋商公告,H0701-2026-0829,2026年09月09日 15:02,崇明县,崇明区消防救援支队,上海市崇明区城桥镇育麟桥路385号,侯老师 　/,上海同济工程咨询有限公司,上海市四平路1398号同济联合广场B座3楼,贺伟021-33626722,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27295081.htm,2026-09-09 16:13:04,竞争性磋商,180.088704,table,,,,,,,,,,,,
中国疾病预防控制中心北区周界实体防护设施升级改造设计项目竞争性磋商公告,竞争性磋商公告,09-02-04F-2026-D-F-E26224,2026年09月09日 15:02,北京市,中国疾病预防控制中心,北京市昌平区昌百路 155 号,王老师，010-58900140,公诚管理咨询有限公司,北京市丰台区开阳路8号京印国际中心A区701-1室,曹月悦、邵倩、周茅、王义同、王容倩、王瑞贤，17276714684,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27295084.htm,2026-09-09 16:13:04,竞争性磋商,50.0,table,,,,,,,,,,,,
中国地质调查局廊坊自然资源综合调查中心地表基质演化与生态环境效应研究中心实验楼项目监理竞争性磋商公告,竞争性磋商公告,FYQY-2026-09-34,2026年09月09日 14:54,天津市,中国地质调查局廊坊自然资源综合调查中心,天津市滨海新区,李工  022-25865517,天津房友工程咨询有限公司,天津市滨海高新区海洋科技园海鑫广场4号楼（天津房友工程咨询有限公司）,景工  022-65576106,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27294997.htm,2026-09-09 16:13:04,竞争性磋商,45.0,table,,,,,,,,,,,,
北京中医药大学第三附属医院脑病科VR前庭康复训练仪采购项目竞争性磋商,竞争性磋商公告,ZXHD26274,2026年09月09日 14:49,北京市,北京中医药大学第三附属医院,北京市朝阳区安定门外小关街51号,孔老师，010-52075255,北京中兴恒达招标有限公司,北京市朝阳区裕民路12号元辰鑫大厦E1座424室,朱国华、周连妹、李世静，010-82250125,采购文件获取流程-新.doc,"[{""attach_name"": ""采购文件获取流程-新.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=8F26DB51B08C43B07C69ED4BE222C4""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27294918.htm,2026-09-09 16:13:05,竞争性磋商,39.0,table,,,,,,,,,,,,
中国地质调查局海口海洋地质调查中心电感耦合等离子体发射光谱仪采购项目竞争性磋商公告,竞争性磋商公告,HNZT2026-145,2026年09月09日 14:47,市辖区,中国地质调查局海口海洋地质调查中心,海南省海口市美兰区桂林洋经济开发区兴洋大道 61 号,田工 0898-68838333,海南政通招投标有限公司,海南省海口市美兰区蓝天路42号永安家私广场3楼办公区,杨工0898-68592663,电感耦合等离子体发射光谱仪采购项目采购需求.pdf,"[{""attach_name"": ""电感耦合等离子体发射光谱仪采购项目采购需求.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E21AA54FA437CACFC549FC557E572B""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27294897.htm,2026-09-09 16:13:05,竞争性磋商,50.0,table,,,,,,,,,,,,
河北局457处库区油罐防腐项目监理竞争性磋商公告,竞争性磋商公告,ZCZB-2026-223/3,2026年09月09日 14:43,平泉县,国家粮食和物资储备局河北局四五七处,河北省承德市平泉市东城路307号,王工0314-6205457,河北筑城工程招标咨询有限公司,石家庄市桥西区红旗大街88号翰林观天下23号楼20层,张海峰 0311-68099822,附件1.docx,"[{""attach_name"": ""附件1.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=5C2DAF26FDA3C014C2E02814037F1A""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27294856.htm,2026-09-09 16:13:05,竞争性磋商,12.67,table,,,,,,,,,,,,
长沙海关缉私局2026年智慧现勘服务设备采购项目竞争性磋商公告,竞争性磋商公告,JC-HC20260242,2026年09月09日 14:20,长沙市,长沙海关缉私局,湖南省长沙市人民东路二段199号,刘警官 0731-84781212,公安部警用装备采购中心,上海市闵行区三达路299号,联系代表 021-33292999,长沙海关缉私局2026年智慧现勘服务设备采购项目竞争性磋商文件-202609091131384566.doc,"[{""attach_name"": ""长沙海关缉私局2026年智慧现勘服务设备采购项目竞争性磋商文件-202609091131384566.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=d1cef243-94db-4672-8528-b96cfc""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27294689.htm,2026-09-09 16:13:05,竞争性磋商,35.0,table,,,,,,,,,,,,
天津大学医学院声电耦合神经成像平台采购项目（第二次）竞争性磋商公告,竞争性磋商公告,TDZC2026N0152,2026年09月09日 14:00,天津市,天津大学,天津市南开区卫津路92号,巩老师、蔡老师 022-27407504（招标办）,中化商务有限公司,天津市河西区南京路58号中化大厦A座2层,吕继春、孔令芳、曹宇臣 13920207525,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27294541.htm,2026-09-09 16:13:05,竞争性磋商,110.0,table,,,,,,,,,,,,
阿勒泰海关塔克什肯口岸基础设施修缮项目（二次）竞争性磋商公告,竞争性磋商公告,shylc-2690-048,2026年09月09日 12:59,阿勒泰市,中华人民共和国阿勒泰海关,阿勒泰市银水路11号,0906-2312800（工作业务电话）,上海屹骊管理咨询有限公司,乌鲁木齐市新市区青海路南纬巷16号华新大厦配楼二楼,吴坤 李雪 刘硕 蔡紫薇  0991-3336560（工作业务电话）,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27294356.htm,2026-09-09 16:13:05,竞争性磋商,72.0,table,,,,,,,,,,,,
中华人民共和国上海海关缉私局民警保险服务项目竞争性磋商公告,竞争性磋商公告,PCMET-2611YC0971,2026年09月09日 12:48,上海市,中华人民共和国上海海关,上海市静安区万荣二路19号,张老师 021-68894221,上海浦成机电设备招标有限公司,上海市浦东新区商城路618号良友大厦8楼,洪燕 021-50934537,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27294321.htm,2026-09-09 16:13:05,竞争性磋商,95.0,table,,,,,,,,,,,,
乌鲁木齐海关查验工具车采购项目（二次）竞争性磋商公告,竞争性磋商公告,ZZ2026-205-1,2026年09月09日 11:54,新疆维吾尔自治区,乌鲁木齐海关后勤管理中心,新疆乌鲁木齐市北京南路241号乌鲁木齐海关机关综合保障楼二楼,乌鲁木齐海关后勤管理中心0991-3627245（工作业务电话）,新疆中咨建设项目管理有限公司,乌鲁木齐水磨沟区会展大道555号星耀天都4号楼B座403,乔浩峰、吴斌、梅坤伟、翟安琪、王亭懿0991-4603819/19828655849,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27294031.htm,2026-09-09 16:13:05,竞争性磋商,48.0,table,,,,,,,,,,,,
陇南市消防救援支队武都大队梁园小型消防站装修改造及设备采购项目竞争性磋商,竞争性磋商公告,GSXTDL-2026-039,2026年09月09日 11:46,市辖区,陇南市消防救援支队,甘肃省陇南市武都区汉王镇杨家坝村,陈文林 0939-8262838,甘肃鑫泰项目管理咨询有限公司,甘肃省陇南市武都区东江镇阶州大道36号金鹏宇财富中心1601号,孙涛涛  19993989161,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27293887.htm,2026-09-09 16:13:05,竞争性磋商,108.53554,table,,,,,,,,,,,,
前郭尔罗斯蒙古族自治县消防救援大队前郭县消防救援大队营房修缮改造工程竞争性磋商,竞争性磋商公告,JLZCX-WD-20260012,2026年09月09日 10:50,前郭尔罗斯蒙古族自治县,前郭尔罗斯蒙古族自治县消防救援大队,前郭县源江东路1599号,王磊 13943333119,吉林省中诚信工程咨询有限公司,长春市经济开发区海口路与临河街交汇处垠禄新界写字楼7层701,魏小雨 18643889084,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27293327.htm,2026-09-09 16:13:05,竞争性磋商采购方式：竞争性磋商,118.5211,table,,,,,,,,,,,,
中华人民共和国西藏出入境边防检查总站山南边境管理支队基层单位温室改造项目（四次）竞争性磋商,竞争性磋商公告,XZLL2026096,2026年09月09日 10:43,西藏自治区,山南边境管理支队,西藏自治区山南市乃东区三湘大道山南边境管理支队,0893-7968021,西藏亮力项目管理咨询有限公司,山南市吉荣家园小区2栋1 单元1101号,袁工17263816386,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27293245.htm,2026-09-09 16:13:05,竞争性磋商,58.046298,table,,,,,,,,,,,,
广东省广州市海珠区消防救援大队2026年物业管理服务采购项目竞争性磋商公告,竞争性磋商公告,GPCGD26B800FC049J,2026年09月09日 10:31,广东省,广州市海珠区消防救援大队,广东省广州市海珠区振兴大街14号消防救援大队,020-62312304,广东省政府采购中心,广东省广州市越秀区越华路112号珠江国际大厦3楼,020-83186893/83187182,广东省广州市海珠区消防救援大队2026年物业管理服务采购项目（GPCGD26B800FC049J20260826001）-文件集.zip,"[{""attach_name"": ""广东省广州市海珠区消防救援大队2026年物业管理服务采购项目（GPCGD26B800FC049J20260826001）-文件集.zip"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=EB3BD8E96519A401BC9F6A51C6C735""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27293122.htm,2026-09-09 16:13:05,竞争性磋商,105.98692,table,,,,,,,,,,,,
北京市通州区消防救援支队自动体外除颤仪（AED）采购项目竞争性磋商公告,竞争性磋商公告,ZYZX-HW-26136,2026年09月09日 10:25,北京市,通州区消防救援支队,北京市通州区潞源街道镜澄街与畅和西路交叉口,张老师  010-52821101,北京中域正信工程咨询有限公司,北京市昌平区碧水庄园A5-5,贾志伟 15718847463,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27293064.htm,2026-09-09 16:13:06,竞争性磋商,80.0,table,,,,,,,,,,,,
国家粮食和物资储备局河北局五三七处河北局537处库房安全隐患整改项目监理竞争性磋商,竞争性磋商公告,HTZB-2026-0726,2026年09月09日 10:05,武安市,国家粮食和物资储备局河北局五三七处,河北省武安市徘徊镇徘徊村,张阅岩  13283110501,华腾鸿业项目管理有限公司,中国（河北）自由贸易试验区正定片区尉佗街2号正定科技谷4栋,李宗翰  0311-88229818,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27292868.htm,2026-09-09 16:13:06,竞争性磋商,6.04,table,,,,,,,,,,,,
中国人民银行湛江市分行办公楼玻璃窗维修改造工程项目竞争性磋商公告,竞争性磋商公告,ZJMZ-CG-2026-030,2026年09月09日 10:03,湛江市,中国人民银行湛江市分行,/,李先生/13828279358,湛江明正工程管理有限公司,湛江市赤坎区湾南路26号A3栋201房,宋先生/0759-3362277,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27292860.htm,2026-09-09 16:13:06,竞争性磋商,51.907468,table,,,,,,,,,,,,
二连浩特市消防救援大队办公楼地沟管道改造项目竞争性磋商公告,竞争性磋商公告,ZFCG304526094310,2026年09月09日 09:53,二连浩特市,二连浩特市消防救援大队,二连浩特市方正路00288号,郑浩然、18704799119,内蒙古阳光采购服务平台有限责任公司,内蒙古呼和浩特市赛罕区阿吉泰路3号,樊增、18586095931、0471-3473025,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27292788.htm,2026-09-09 16:13:06,竞争性磋商,14.989771,table,,,,,,,,,,,,
南京市江宁区消防救援局营房零星维修改造项目竞争性磋商,竞争性磋商公告,JSZB-2026005,2026年09月09日 09:24,南京市,南京市江宁区消防救援大队,南京市江宁区文靖东路 5 号,025-52125155,苏世建设管理集团有限公司,南京市江宁区智能路8号启迪科技城华业园5号楼3楼,秦浩13601451629,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27292590.htm,2026-09-09 16:13:06,竞争性磋商,67.792416,table,,,,,,,,,,,,
国家开放大学（五棵松校区）屋顶冷却塔系统更换工程(二次)竞争性磋商,竞争性磋商公告,BIECC-26CG10375,2026年09月09日 09:22,北京市,国家开放大学,北京市海淀区复兴路75号,田老师 010-57519819,北京国际工程咨询有限公司,北京市西城区广安门外大街甲275号,安川、赵雯、鲍杜佳、崔云龙、黄春艳、周圆圆，010-63368392,BIECC-26CG10375-1 国家开放大学（五棵松校区）屋顶冷却塔系统更换工程(二次)-竞争性磋商公告.docx,"[{""attach_name"": ""BIECC-26CG10375-1 国家开放大学（五棵松校区）屋顶冷却塔系统更换工程(二次)-竞争性磋商公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=552E6429CC430B2AF6499CE644B920""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27292582.htm,2026-09-09 16:13:06,竞争性磋商,190.0,table,,,,,,,,,,,,
中华人民共和国吉林出入境边防检查总站延边边境管理支队珲春边境管理大队英安所办公楼采暖改造及地面翻新项目竞争性磋商公告,竞争性磋商公告,JLHD2026-SG009,2026年09月09日 09:11,延边朝鲜族自治州,延边边境管理支队,延吉市长白山西路9977号,周警官 0433-8331440,吉林省厚德工程咨询有限公司,延吉市朝阳街1001号三楼（大连海润楼上）,洪永彬 0433-2420008,竞争性磋商公告.doc,"[{""attach_name"": ""竞争性磋商公告.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=F4CB8FEA0BA1219CFF6D82EAE3CF26""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27292522.htm,2026-09-09 16:13:06,竞争性磋商,22.818844,table,,,,,,,,,,,,
浙江大学模型镜像管理系统、多租户管理与调度系统、领域模型微调系统竞争性磋商采购公告,竞争性磋商公告,0625-26216C32,2026年09月09日 09:09,浙江省,浙江大学,杭州市西湖区余杭塘路866号,刘宁春18801271867 采购部门邮箱：nchliu@zju.edu.cn,浙江省国际技术设备招标有限公司,杭州市凤起路334号同方财富大厦14层,蔡勇强0571-85873738,"浙江大学模型镜像管理系统、多租户管理与调度系统、领域模型微调系统-竞争性磋商采购文件-发布稿（最终）.pdf,附件：招标（采购）文件获取登记表.doc","[{""attach_name"": ""浙江大学模型镜像管理系统、多租户管理与调度系统、领域模型微调系统-竞争性磋商采购文件-发布稿（最终）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=D3F6E6FEE46090099457976C79326D""}, {""attach_name"": ""附件：招标（采购）文件获取登记表.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=AF89FF9FBECBB86B044AF29C96843E""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27292512.htm,2026-09-09 16:13:06,竞争性磋商,118.0,table,,,,,,,,,,,,
国家税务总局2026年党建巡视巡察系统运行维护项目竞争性磋商公告,竞争性磋商公告,,2026年09月09日 08:06,北京市,国家税务总局,北京市海淀区羊坊店西路5号,010-61986968（采购文件），010-61986967（项目评审）,详见公告正文,详见公告正文,详见公告正文,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260909_27292391.htm,2026-09-09 16:13:06,竞争性磋商,93.6,table,,,,,,,,,,,,
北京中医药大学东直门医院重点实验室消防整改项目竞争性磋商公告,竞争性磋商公告,KJY20262032,2026年09月08日 21:52,北京市,北京中医药大学东直门医院,北京市东城区海运仓5号,丁一然，联系电话：010-84013255,北京科技园拍卖招标有限公司,北京市海淀区万柳光大西园6号楼0188,王妍、闫丽平，联系电话：010-82575731-218、210,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260908_27291727.htm,2026-09-09 16:13:06,竞争性磋商,93.435501,table,,,,,,,,,,,,
北京中医药大学东直门医院制剂楼装修改造项目竞争性磋商公告,竞争性磋商公告,KJY20262033,2026年09月08日 21:52,北京市,北京中医药大学东直门医院,北京市东城区海运仓5号,丁一然，联系电话：010-84013255,北京科技园拍卖招标有限公司,北京市海淀区万柳光大西园6号楼0188,王妍、闫丽平，联系电话：010-82575731-218、210,,,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260908_27291729.htm,2026-09-09 16:13:06,竞争性磋商,98.429873,table,,,,,,,,,,,,
中国刑事警察学院经济犯罪侦查技术实验室建设项目（二期）竞争性磋商公告,竞争性磋商公告,,2026年09月08日 20:50,皇姑区,中国刑事警察学院,辽宁省沈阳市皇姑区塔湾街83号,陈警官024-86982574,公安部警用装备采购中心,上海市闵行区三达路299号,联系代表021-33292999,中国刑事警察学院-实验室二期项目-磋商文件-202609081907273491.doc,"[{""attach_name"": ""中国刑事警察学院-实验室二期项目-磋商文件-202609081907273491.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=0709db2d-9989-4199-a022-27f798""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260908_27291584.htm,2026-09-09 16:13:06,竞争性磋商,69.6759,table,,,,,,,,,,,,
