notice_title,notice_type,project_code,publish_time,admin_region,buyer_name,buyer_address,buyer_contact,agent_name,agent_address,agent_contact,attach_file_names,attach_json,notice_url,crawl_time,purchase_method,budget,budget_source,terminate_reason,change_item,win_total_amount,judge_experts,agent_service_fee,win_supplier,proposed_supplier,single_source_reason,publicity_period,open_bid_time,contact_name,contact_tel
宁德市消防救援支队室内改造工程采购合同公示,流标公告,,2026年09月09日 15:08,蕉城区,宁德市消防救援支队,福建省宁德市东侨经济技术开发区正大路9号,杨先生   15059312535,福建乾盛工程咨询有限公司,福建省宁德市东侨经济开发区万安西路1号金港名都A区32幢102室,小吴   0593-2933773,采购合同.docx,"[{""attach_name"": ""采购合同.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=328C11C58574B1CE9C5132F74CBB46""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27295133.htm,2026-09-09 16:10:42,竞争性磋商,56.0034,,,,,,,,,,,,,
中华人民共和国珠海出入境边防检查总站2026年机关所属物业日常用品采购项目（第2次）简易采购公告,流标公告,,2026年09月09日 15:06,香洲区,中华人民共和国珠海出入境边防检查总站,广东省珠海市香洲区拱北侨光路2号。,范奕希，0756-8166532,详见公告正文,详见公告正文,详见公告正文,"中华人民共和国珠海出入境边防检查总站2026年机关所属物业日常用品采购项目需求文件公开稿.doc,中华人民共和国珠海出入境边防检查总站2026年机关所属物业日常用品采购项目清单.xlsx,中华人民共和国珠海出入境边防检查总站2026年机关所属物业日常用品采购项目简易采购文件.doc,中华人民共和国珠海出入境边防检查总站2026年机关所属物业日常用品采购项目合同意向性文本.doc","[{""attach_name"": ""中华人民共和国珠海出入境边防检查总站2026年机关所属物业日常用品采购项目需求文件公开稿.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=0671DE69A0F783D3E31AD041B0D95D""}, {""attach_name"": ""中华人民共和国珠海出入境边防检查总站2026年机关所属物业日常用品采购项目清单.xlsx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=CDDAFB4226338786A881CC98044FCC""}, {""attach_name"": ""中华人民共和国珠海出入境边防检查总站2026年机关所属物业日常用品采购项目简易采购文件.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=BB96DE1127BBBC58552253D1E03DCC""}, {""attach_name"": ""中华人民共和国珠海出入境边防检查总站2026年机关所属物业日常用品采购项目合同意向性文本.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=1A1B99C3FE2ACB17DB6F0201DEF43A""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27295716.htm,2026-09-09 16:10:42,,28.65,,,,,,,,,,,,,
中央广播电视总台2024年调频发射系统更新改造（五）增补采购废标公告,流标公告,WKZB2631BJI3005140,2026年09月09日 15:03,北京市,中央广播电视总台,北京市海淀区复兴路11号,于老师010-68508752,五矿国际招标有限责任公司,北京市海淀区三里河路七号新疆大厦办公楼（写字楼）8层,潘爽、石浩人、梁敬保、范俊峰010-81125775/81125778,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27295080.htm,2026-09-09 16:10:42,,,,由于实质性响应招标文件的投标人不足3家，本项目废标。,,,,,,,,,,,
宁夏回族自治区消防救援总队全区消防信息网适配改造项目第二标段废标公告,流标公告,NXBS-2026-ZC032,2026年09月09日 15:00,市辖区,宁夏自治区消防救援总队,银川市兴庆区北京东路169号,张助理 0951-5057641,宁夏碧晟工程咨询有限公司,银川市金凤区满城南街东侧臻君豪庭1号综合楼13层,姜欢 0951-6110980,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27295053.htm,2026-09-09 16:10:42,,,,截止响应文件递交时间止，第二标段有效供应商不足三家。,,,,,,,,,,,
习水县消防救援大队2026年灭火救援装备采购项目需求公示,流标公告,,2026年09月09日 14:59,习水县,习水县消防救援大队,遵义市习水县杉王街道华润大道A段,倪婷婷 0851-22531119,贵州阳光产权交易所有限公司,贵阳市观山湖区毕节路58号联合广场A座4层,王晨诗雨 0851-84702383,"附件3：习水县消防救援大队2026年灭火救援装备采购项目反馈格式.doc,附件2：习水县消防救援大队2026年灭火救援装备采购项目参数 2.docx终版.pdf,附件1：习水县消防救援大队2026年灭火救援装备采购项目参数 1.docx终版.pdf","[{""attach_name"": ""附件3：习水县消防救援大队2026年灭火救援装备采购项目反馈格式.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=33DBB3671AF21F8056E0C1B2D2A837""}, {""attach_name"": ""附件2：习水县消防救援大队2026年灭火救援装备采购项目参数 2.docx终版.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=92E23EBEC4C27A6216D8671D2B7BC8""}, {""attach_name"": ""附件1：习水县消防救援大队2026年灭火救援装备采购项目参数 1.docx终版.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=3208AEFB9700C35B18E421D4D7FFE5""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27295030.htm,2026-09-09 16:10:42,,0.0,,,,,,,,,,,,,
崇明区消防救援支队队史馆建设项目比选公告,流标公告,,2026年09月09日 14:56,崇明县,崇明区消防救援支队,上海市崇明区城桥镇育麟桥路385号,侯老师021-59616371,上海同济工程咨询有限公司,四平路1398号同济联合广场B座3楼,贺伟021-33626722,附件：崇明区消防救援支队队史馆建设项目比选公告.docx,"[{""attach_name"": ""附件：崇明区消防救援支队队史馆建设项目比选公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=25E3D3ACFEA7DE83E2C603948BD1FA""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27295013.htm,2026-09-09 16:10:42,,47.932153,,,,,,,,,,,,,
北京市西城区消防救援支队2026年小型消防站设施设备更新购置比选公告,流标公告,,2026年09月09日 14:54,西城区,西城区消防救援支队,西城区德胜门东大街119号,刘先生，010-84022119,北京迈恩工程管理有限公司,北京市石景山区阜石路166号泽洋大厦8层815室,刘雪梅，18511350518,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27295001.htm,2026-09-09 16:10:42,,18.0375,,,,,,,,,,,,,
四川省眉山市东坡区消防救援大队无人机机场采购项目废标公告,流标公告,CGXT20260909,2026年09月09日 14:50,东坡区,眉山市东坡区消防救援大队,眉山市东坡区百坡路二段,王先生028-38208119,四川玄同工程项目管理有限责任公司,四川省眉山市东坡区同运口171号1幢16层9号,邝女士028-38110558,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294945.htm,2026-09-09 16:10:42,,,,招标文件存在重大缺陷,,,,,,,,,,,
东北林业大学林草创新测试服务平台设备更新项目-双向拉伸成膜机等（三次）流标公告,流标公告,ZJX2026-1044H 采购项目编号：ZJX2026-1044H,2026年09月09日 14:47,黑龙江省,东北林业大学,哈尔滨市香坊区和兴路26号,马老师 0451-82192589,中精信工程技术有限公司,哈尔滨市南岗区长江路盟科视界商服13-7号,徐玉洁 0451-87003479,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294900.htm,2026-09-09 16:10:43,,,,采购项目编号：ZJX2026-1044H采购项目名称：东北林业大学林草创新测试服务平台设备更新项目-双向拉伸成膜机等（三次）    经评审，对招标文件作实质性响应的有效投标家数不足三家，本项目作流标处理。    无1、招标人信息名 称：东北林业大学地址：哈尔滨市香坊区和兴路26号联系方式：0451-821925892、招标代理机构信息名 称：中精信工程技术有限公司地　址：哈尔滨市南岗区长江路盟科视界商服13-7号联系方式：0451-870034793、项目联系方式项目联系人：徐玉洁  电　话：0451-87003479 2026年9月9日,,,,,,,,,,,
四川省凉山州冕宁县消防救援大队2026年度招标代理机构公开遴选项目遴选公告,流标公告,ZHDL-202607-ZC02,2026年09月09日 14:42,冕宁县,冕宁县消防救援大队,冕宁县城厢镇皂角巷18号,王老师0834-6724119,四川中鸿浩海工程管理有限公司,西昌市长安北路4号同德苑商业楼4楼左后侧,青老师0834-3209100,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294861.htm,2026-09-09 16:10:43,遴选,0.0,,,,,,,,,,,,,
中国疾病预防控制中心传染病预防控制所细菌流式分选委托服务采购项目其他,流标公告,,2026年09月09日 14:36,昌平区,中国疾病预防控制中心传染病预防控制所,北京市昌平区昌百路155号传染病所,王老师；010-58900715；wanghaitao@icdc.cn,详见公告正文,详见公告正文,详见公告正文,1.细菌流式分选委托服务采购采购文件.doc,"[{""attach_name"": ""1.细菌流式分选委托服务采购采购文件.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=C52EB7C099DF998DD97158C30C1E90""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294799.htm,2026-09-09 16:10:43,,15.0,,,,,,,,,,,,,
国家粮食和物资储备局北京局六五四工程筹建处某工程安全阀校验征集公告,流标公告,,2026年09月09日 14:30,天津市,国家粮食和物资储备局北京局六五四工程筹建处,天津市滨海新区保税区临港路15号,王晨旭  13130564598,天津市建设工程招标有限公司,天津市河西区环岛西路19号梅江中心大厦26层,张余、党晓光  18222862720,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294729.htm,2026-09-09 16:10:43,,0.0,,,,,,,,,,,,,
国家粮食和物资储备局北京局六五四工程筹建处某工程环境监测及竣工环保验收技术服务征集公告,流标公告,,2026年09月09日 14:29,天津市,国家粮食和物资储备局北京局六五四工程筹建处,天津市滨海新区保税区临港路15号,王晨旭  13130564598,天津市建设工程招标有限公司,天津市河西区环岛西路19号梅江中心大厦26层,张余、党晓光  18222862720,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294710.htm,2026-09-09 16:10:43,,0.0,,,,,,,,,,,,,
国家粮食和物资储备局北京局六五四工程筹建处某工程防爆查库车采购项目征集公告,流标公告,,2026年09月09日 14:28,天津市,国家粮食和物资储备局北京局六五四工程筹建处,天津市滨海新区保税区临港路15号,王晨旭  13130564598,天津市建设工程招标有限公司,天津市河西区环岛西路19号梅江中心大厦26层,张余、党晓光  18222862720,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294707.htm,2026-09-09 16:10:43,,0.0,,,,,,,,,,,,,
中央财经大学自助咖啡机服务引入项目比选公告,流标公告,FW-2026070-HCJQ3、本项目采购代理机构的项目编号：FW-2026070-HCJQ。,2026年09月09日 14:24,北京市,中央财经大学,北京市海淀区学院南路39号,常老师、齐老师 010-62289113,北京汇诚金桥国际招标咨询有限公司,北京市东城区朝内大街南竹杆胡同6号北京INN3号楼9层,王佳琪、章祺,中央财经大学自助咖啡机服务引入项目比选公告.docx,"[{""attach_name"": ""中央财经大学自助咖啡机服务引入项目比选公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=9CD4EA4EE93A8972CAF5954B1046E2""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294678.htm,2026-09-09 16:10:43,比选,28.5,,,,,,,,,,,,,
北京市海淀区消防救援支队购置政采目录外家具项目比选公告,流标公告,ZGGJ-BJ08-26081664,2026年09月09日 14:06,市辖区,北京市海淀区消防救援支队,北京市海淀区四季青镇旱河路168号,刘老师 010-82556603,中工国际招标有限公司,北京市朝阳区亚运村慧忠路5号远大中心C座二层,李涛、张存、张威 010-82952950-823,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294581.htm,2026-09-09 16:10:43,比选,45.0,,,,,,,,,,,,,
应急管理部国家减灾中心国家自然灾害灾情管理系统全国灾害信息员数据库常态化支撑保障比选公告,流标公告,,2026年09月09日 13:47,北京市,应急管理部国家减灾中心,北京市朝阳区广百东路6号院,林老师，联系人电话：010-52811213,国信招标集团股份有限公司,北京市海淀区首体南路22号国兴大厦11层,黄婧、张画冰、吕记 ，010-88354433转365,比选公告-全国灾害信息员数据库.pdf,"[{""attach_name"": ""比选公告-全国灾害信息员数据库.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=59DA7154023CE59F52BF33EE9EB266""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294485.htm,2026-09-09 16:10:43,,40.0,,,,,,,,,,,,,
应急管理部国家减灾中心国家自然灾害灾情管理系统全国灾害信息员在线学习服务分系统常态化支撑保障比选公告,流标公告,,2026年09月09日 13:47,北京市,应急管理部国家减灾中心,北京市朝阳区广百东路6号院,林老师，联系人电话：010-52811213,国信招标集团股份有限公司,北京市海淀区首体南路22号国兴大厦11层,黄婧、张画冰、吕记 ，010-88354433转365,比选公告-全国灾害信息员在线学习服务.pdf,"[{""attach_name"": ""比选公告-全国灾害信息员在线学习服务.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=F4A1996B756A6D145E50D8B0DC4E9D""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294482.htm,2026-09-09 16:10:43,,40.0,,,,,,,,,,,,,
北京协和医院东单院区门诊楼扶梯预防性修理项目流标公告,流标公告,0686-26300E175815N,2026年09月09日 13:46,北京市,中国医学科学院北京协和医院,北京市东城区王府井帅府园1号,"赵齐霁、黄莹,010-85343384/85343442",北京国际贸易有限公司,北京市朝阳区建国门外大街甲3号,"赵齐霁、黄莹,010-85343384/85343442",,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294488.htm,2026-09-09 16:10:43,,,,至投标截止时间止，递交投标文件的供应商不足三家,,,,,,,,,,,
中央美术学院充电桩项目废标公告,流标公告,HL-ZB-24001-50,2026年09月09日 12:18,北京市,中央美术学院,北京市朝阳区花家地南街8号,支老师010-64771908,北京恒乐工程管理有限公司,北京市朝阳区望京中环南路甲2号佳境天城A605,董玉凤、陈震、黄颖、周丹、刘金格、谢万东、李洋、84721120转8064,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294198.htm,2026-09-09 16:10:43,,,,提交文件的供应商不足三家，本项目废标。,,,,,,,,,,,
广州市增城区消防救援大队2026年第二批消防装备采购项目征求意见公告其他,流标公告,,2026年09月09日 12:14,增城市,广州市增城区消防救援大队,广东省广州市增城区荔城大道271号,姚工，020-82619303,详见公告正文,详见公告正文,详见公告正文,"1、广州市增城区消防救援大队2026年消防装备采购计划汇总表.xlsx,2、广州市增城区消防救援大队2026年消防装备技术参数征求意见表.xls","[{""attach_name"": ""1、广州市增城区消防救援大队2026年消防装备采购计划汇总表.xlsx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=8FA2184E164131CCBD17E201D7632D""}, {""attach_name"": ""2、广州市增城区消防救援大队2026年消防装备技术参数征求意见表.xls"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=765B3F466E3DC212299318462811AA""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294307.htm,2026-09-09 16:10:43,,0.0,,,,,,,,,,,,,
中国人民银行河源市分行劳务外包服务项目废标公告,流标公告,HYLYNG202608070,2026年09月09日 12:04,市辖区,中国人民银行河源市分行,河源市源城区文明路13号,张女士、0762-3665410,广东蕾阳工程咨询有限公司,河源市越王大道与永和路交口东北侧华达万福基金中银大厦18楼,谢小姐、0762-3169928,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294101.htm,2026-09-09 16:10:44,,,,本项目在法定截止时间内报名的供应商不足三家，根据《政府采购法》第三十六条第一款:“符合专业条件的供应商或者对招标文件作实质响应的供应商不足三家的，应予以废标”，现依法对该项目作废标处理。,,,,,,,,,,,
北京市通州区消防救援支队2026年“119”消防宣传月活动采购项目比选公告,流标公告,ZYZX-FW-26139,2026年09月09日 12:00,通州区,通州区消防救援支队,北京市通州区潞源街道镜澄街与畅和西路交叉口,张老师，010-52821101,北京中域正信工程咨询有限公司,北京市昌平区碧水庄园A5-5,谢赵颖18501206684,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294072.htm,2026-09-09 16:10:44,比选,34.049,,,,,,,,,,,,,
广东省深圳市消防救援支队轨道交通大队2026年生活用品和办公用品配送服务采购项目的遴选公告,流标公告,SSZX2026-304,2026年09月09日 12:00,深圳市,深圳市消防救援支队轨道交通大队,深圳市南山区深南大道10288号,苏工； 联系电话：0755-86182332； 邮编：518000。,深圳市深水水务咨询有限公司,深圳市罗湖区清水河街道清水河社区清水河一路112号罗湖投资控股大厦裙楼401,庄晓琴、刁杰辉、张辰、王旋； 联系电话：13688812350、18707551546。,广东省深圳市消防救援支队轨道交通大队2026年生活用品和办公用品配送服务采购项目遴选文件2026.9.9发售稿.pdf,"[{""attach_name"": ""广东省深圳市消防救援支队轨道交通大队2026年生活用品和办公用品配送服务采购项目遴选文件2026.9.9发售稿.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=CD686BB4E746EB900EC579C9BBE1B8""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27294070.htm,2026-09-09 16:10:44,,45.24,,,,,,,,,,,,,
北京大学第一医院医疗法律事务常年法律顾问服务采购项目废标公告,流标公告,BZZB-26-320,2026年09月09日 11:30,市辖区,北京大学第一医院,北京市西什库大街 8号,林老师  010-83576448,北京北咨招标有限公司,北京市朝阳区华腾世纪总部公园F座11层1106,王威秀15313132231,,,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27293735.htm,2026-09-09 16:10:44,,,,至投标截止时间递交投标文件的投标单位不足三家，故此项目废标,,,,,,,,,,,
山西省消防救援总队高层建筑火灾救援能力建设项目市场调研公告,流标公告,,2026年09月09日 11:25,山西省,山西省消防救援总队,太原市桃园南路59号,谷先生  0351-3135119,详见公告正文,详见公告正文,详见公告正文,"附件2：XX厂家XX车辆报价单.xlsx,附件3：产品咨询说明.docx,附件4：XX公司调研信息反馈（文件夹）格式.zip,附件5：山西省2020-2022年消防救援队伍专业消防车辆装备建设续采项目需求问卷调查表.doc,附件1：山西省消防救援总队高层建筑火灾救援能力建设项目调研目录.xls","[{""attach_name"": ""附件2：XX厂家XX车辆报价单.xlsx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=D8AF5B9FD0F889F373858E72B3AA5A""}, {""attach_name"": ""附件3：产品咨询说明.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=22601B83B313A91AE6655B9272D2C9""}, {""attach_name"": ""附件4：XX公司调研信息反馈（文件夹）格式.zip"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=4C140FEF019750C06D43ED4BD76E2D""}, {""attach_name"": ""附件5：山西省2020-2022年消防救援队伍专业消防车辆装备建设续采项目需求问卷调查表.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=2355255B46622C29469E1A4B746500""}, {""attach_name"": ""附件1：山西省消防救援总队高层建筑火灾救援能力建设项目调研目录.xls"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=7A39590804014AF4484AC689FF91E5""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27293668.htm,2026-09-09 16:10:44,,0.0,,,,,,,,,,,,,
赤水市消防救援大队2026年度灭火救援装备采购项目需求公示,流标公告,,2026年09月09日 11:16,赤水市,赤水市消防救援大队,贵州省遵义市赤水市丹霞大道711号,李杰 0851－22820983,贵州阳光产权交易所有限公司,贵阳市观山湖区毕节路58号联合广场A座4层,王晨诗雨 0851-84702383,"附件1：赤水市消防救援大队2026年度灭火救援装备采购项目技术参数表.pdf,附件2：赤水市消防救援大队2026年度灭火救援装备采购项目反馈格式.doc","[{""attach_name"": ""附件1：赤水市消防救援大队2026年度灭火救援装备采购项目技术参数表.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=A460D9A89ADBEFB3483383E29FBBC0""}, {""attach_name"": ""附件2：赤水市消防救援大队2026年度灭火救援装备采购项目反馈格式.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=C39D59232EA734F3D9E40015504823""}]",https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260909_27293587.htm,2026-09-09 16:10:44,,34.91,,,,,,,,,,,,,
