notice_title,notice_type,project_code,publish_time,admin_region,buyer_name,buyer_address,buyer_contact,agent_name,agent_address,agent_contact,attach_file_names,attach_json,notice_url,crawl_time,purchase_method,budget,budget_source,terminate_reason,change_item,win_total_amount,judge_experts,agent_service_fee,win_supplier,proposed_supplier,single_source_reason,publicity_period,open_bid_time,contact_name,contact_tel
盘锦市大洼区气象局2026年大洼区应急指挥平台升级项目竞争性谈判公告,竞争性谈判公告,BZXHPJ-20260908,2026年09月08日 14:40,大洼县,盘锦市大洼区气象局,盘锦市大洼区大洼街道办事处振兴社区,张南、15942755773,博智兴华工程顾问有限公司,盘锦市大洼区田家街道璧城康桥K区S1#1-4室,张工、13842722731,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260908_27285889.htm,2026-09-09 16:18:18,竞争性谈判,8.918,table,,,,,,,,,,,,
重庆出入境边防检查总站执法执勤装备购置（26WA0086）竞争性谈判公告,竞争性谈判公告,26WA0086,2026年09月08日 11:28,市辖区,中华人民共和国重庆出入境边防检查总站,重庆市两江新区航宾大道67号,于警官023-65593409,重庆市政府采购中心,重庆市两江新区五简路2号重庆咨询大厦B座502室,杨敬杰  唐 玮023-67707261 67523244,谈判-重庆出入境边防检查总站执法执勤装备购置（第三次终审稿）.doc,"[{""attach_name"": ""谈判-重庆出入境边防检查总站执法执勤装备购置（第三次终审稿）.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=6DFFE81424E67447A5956561ED0361""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260908_27284690.htm,2026-09-09 16:18:18,竞争性谈判,101.85,table,,,,,,,,,,,,
国家体育总局手曲棒垒球运动管理中心国家女子垒球队训练器材采购竞争性谈判公告,竞争性谈判公告,,2026年09月07日 19:47,北京市,国家体育总局手曲棒垒球运动管理中心,北京市东城区体育馆路4号,010-87183539,国家体育总局体育器材装备中心,北京市东城区体育馆路3号,010-87182686,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27282576.htm,2026-09-09 16:18:19,竞争性谈判,118.82,table,,,,,,,,,,,,
中华人民共和国山东出入境边防检查总站轮训大队车棚建设项目竞争性谈判公告,竞争性谈判公告,SDLXDD2026-003,2026年09月07日 19:00,东营市,中华人民共和国山东出入境边防检查总站,东营市东营经济开发区登州路610号,王警官；0546-6375110,山东华胜项目管理咨询有限公司,东营市东城南一路与东二路交叉口西南角人社局,商女士；0546-8307399,山东出入境边防检查总站轮训大队车棚建设项目-采购需求.pdf,"[{""attach_name"": ""山东出入境边防检查总站轮训大队车棚建设项目-采购需求.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=87C411A8845B02FA2D1EC2050B4ADD""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27282360.htm,2026-09-09 16:18:19,竞争性谈判,42.12,table,,,,,,,,,,,,
哈密边境管理支队二红山边境派出所电锅炉采购项目竞争性谈判公告,竞争性谈判公告,HMZD2026-21,2026年09月07日 18:19,新疆维吾尔自治区,哈密边境管理支队,新疆哈密市伊州区青年南路 45 号,张警官  0902-2275246,新疆诚誉工程项目管理有限公司,哈密市伊州区环城路紫馨花园商住高层1号楼7层3号,刘慧敏  2307055,哈密边境管理支队二红山边境派出所电锅炉采购项目竞争性谈判公告.docx,"[{""attach_name"": ""哈密边境管理支队二红山边境派出所电锅炉采购项目竞争性谈判公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=ECB9BA2F889832EB10E0EEAE3C1596""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27281951.htm,2026-09-09 16:18:19,竞争性谈判,20.0,table,,,,,,,,,,,,
国家体育总局手曲棒垒球运动管理中心训练器材采购竞争性谈判公告,竞争性谈判公告,,2026年09月07日 17:13,北京市,国家体育总局手曲棒垒球运动管理中心,北京市东城区体育馆路4号,010-67133918,国家体育总局体育器材装备中心,北京市东城区体育馆路3号,010-87182686,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27280795.htm,2026-09-09 16:18:19,竞争性谈判,57.25,table,,,,,,,,,,,,
长江三峡通航管理局仙人桥基地护坡应急修缮施工竞争性谈判公告,竞争性谈判公告,HSZB-2026-153,2026年09月07日 16:46,市辖区,长江三峡通航管理局,湖北省宜昌市西陵区上导堤路12号,向黎航、吴先伟0717-6961324、0717-6962891,湖北华审工程造价咨询有限公司,宜昌市伍家岗区沿江大道特162号福江铭座21楼,方天涯0717-6775732,竞争性谈判公告-仙人桥基地护坡应急修缮施工.pdf,"[{""attach_name"": ""竞争性谈判公告-仙人桥基地护坡应急修缮施工.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=3CE5ABB8CCF7BF597F14477EE8FCE6""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27280002.htm,2026-09-09 16:18:19,竞争性谈判,174.62,table,,,,,,,,,,,,
永州经济技术开发区消防救援大队战勤保障楼班宿舍床铺购置项目竞争性谈判公告,竞争性谈判公告,HNRCXFCG-JJJSKF-20260702,2026年09月07日 16:01,永州市,永州市消防救援支队,湖南省永州市冷水滩区梅湾街道育才路8号,肖海涛 15116608211（经本人同意公开）,湖南荣畅项目管理有限公司,永州市冷水滩区中兴路首衡城1号门右侧A11栋2楼,刘元华 18075823006（经本人同意后公开）,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27278988.htm,2026-09-09 16:18:19,竞争性谈判,16.6756,table,,,,,,,,,,,,
福建省消防救援总队训练和战勤保障支队电缆及配套电气设备采购项目竞争性谈判公告,竞争性谈判公告,FJLQ20260220,2026年09月07日 11:31,福建省,福建省消防救援总队训练和战勤保障支队,福州市闽候县上街镇旗麓北大道11号,张先生0591-23533595,福建立勤项目管理有限公司,福州市鼓楼区工业路523号福大怡山文化创意园北区3号楼101,徐朕、曾佳、钱文星0591-88169153,福建立勤项目管理有限公司获取招标(采购)文件登记表.doc,"[{""attach_name"": ""福建立勤项目管理有限公司获取招标(采购)文件登记表.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=D2F929B4BF4506C6F3A2CB5810B953""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27276751.htm,2026-09-09 16:18:19,竞争性谈判,32.03,table,,,,,,,,,,,,
北碚区消防救援支队科学城小型消防站装修项目（26WB0181）竞争性谈判公告,竞争性谈判公告,26WB0181,2026年09月07日 11:14,北碚区,北碚区消防救援支队,重庆市北碚区金华路338号,于老师  023-68316296,重庆市政府采购中心,重庆市两江新区五简路2号重庆咨询大厦B座502室,袁建文 钟若仪 023-67703281 67120648,"清单及资料.zip,竞争性谈判-科学城小型建房站装上网.doc,科学城小型消防站建设项目装饰+水电暖.rar","[{""attach_name"": ""清单及资料.zip"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=5DFB0D084085E0E4028EB3911E9295""}, {""attach_name"": ""竞争性谈判-科学城小型建房站装上网.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E7AD78FFFF71E18EB1376DAC6A8F6D""}, {""attach_name"": ""科学城小型消防站建设项目装饰+水电暖.rar"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=D6506B2C4535604674EBE79D0AFB59""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27276597.htm,2026-09-09 16:18:19,竞争性谈判,85.830118,table,,,,,,,,,,,,
中华人民共和国磨憨出入境边防检查站勐润通道边检执勤现场及查验设施设备升级改造项目（三次）竞争性谈判公告,竞争性谈判公告,TPZB-BN-2026-053,2026年09月07日 10:13,勐腊县,中华人民共和国磨憨出入境边防检查站,云南省西双版纳州勐腊县雨林大道34号,黄警官、0691-8127604,云南天平工程项目管理有限公司,景洪市曼弄枫曼城C1栋1单元5楼502室,李金妹、黄茜茜、黄艳、罗鸿翔0691-2741622,公告.doc,"[{""attach_name"": ""公告.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=B9063761763270F7EBEE51F79E2162""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27276040.htm,2026-09-09 16:18:19,竞争性谈判,24.9,table,,,,,,,,,,,,
国家体育总局体育器材装备中心关于国家体育总局举摔柔中心 国产器材竞争性谈判采购的竞争性谈判公告,竞争性谈判公告,,2026年09月07日 10:09,北京市,国家体育总局举重摔跤柔道运动管理中心,北京市东城区东大地街一号院10号楼,13520193669,国家体育总局体育器材装备中心,北京市东城区体育馆路3号,010-87182681,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260907_27276068.htm,2026-09-09 16:18:19,竞争性谈判,161.544,table,,,,,,,,,,,,
航行体尾流场数值计算服务竞争性谈判公告,竞争性谈判公告,ZC26GHB0053,2026年09月04日 19:04,湖北省,zycgr20240515,武汉市东湖新技术开发区启明一路2号,张淼17824838703,中招工业发展（北京）有限公司,北京市海淀区皂君庙14号院9号楼1至5层全部,李婧璇/钱超逸/周天维13349890817/15327119716,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27272155.htm,2026-09-09 16:18:19,竞争性谈判,28.0,table,,,,,,,,,,,,
怒江边境管理支队2026年基层单位机房升级改造项目竞争性谈判公告,竞争性谈判公告,NJBG2026008,2026年09月04日 18:30,怒江傈僳族自治州,怒江边境管理支队（怒江州公安局边境管理支队）,云南省怒江州泸水市六库镇八一路128号,闫警官 0886-3615148,昆明建设咨询管理有限公司,云南省昆明市西山区润城第四大道3栋3楼303室,泰应勤、王晓光、周宏伟、张晋、夏添、吴勇15288238707,怒江边境管理支队2026年基层单位机房升级改造项目竞争性谈判公告.docx,"[{""attach_name"": ""怒江边境管理支队2026年基层单位机房升级改造项目竞争性谈判公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=129B076982F853E73CBFFF8D60DA4B""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27271825.htm,2026-09-09 16:18:19,竞争性谈判,54.5218,table,,,,,,,,,,,,
怒江边境管理支队2026年教育训练装备采购项目竞争性谈判公告,竞争性谈判公告,WH-533300-2026-0014-0101,2026年09月04日 17:49,云南省,怒江边境管理支队（怒江州公安局边境管理支队）,怒江傈僳族自治州泸水市六库街道八一路128号,闫警官0886-3615148,旺和招标咨询有限公司,怒江州泸水市大练地街道泸水碧桂园1期1栋1-17,0886-3565666,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27271278.htm,2026-09-09 16:18:19,竞争性谈判,33.74,table,,,,,,,,,,,,
怒江边境管理支队基层档案室视频监控系统升级改造项目竞争性谈判公告,竞争性谈判公告,YNNJYH202609-02,2026年09月04日 17:48,怒江傈僳族自治州,怒江边境管理支队（怒江州公安局边境管理支队）,云南省怒江州泸水市六库镇八一路128号边境管理支队,项目联系人：闫警官 联系电话：0886-3615148,怒江煜昊工程项目管理有限公司,云南省怒江州泸水市六库镇山水蓝岸二期文盛路5号,项目联系人：胡缘琴电      电话：0886-3891999、19908862027,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27271275.htm,2026-09-09 16:18:19,竞争性谈判,25.786,table,,,,,,,,,,,,
石狮市消防救援大队石狮市消防科普教育基地配套设备采购项目竞争性谈判公告,竞争性谈判公告,FJQYCG2026116,2026年09月04日 17:37,石狮市,石狮市消防救援大队,石狮市永宁镇共富路1500号,赖先生 15260364051,福建省仟羽工程咨询有限公司,泉州市丰泽区田安北路武夷花园文昌大厦10楼A座,谢小灿 0595-22108509/13655959891,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27271043.htm,2026-09-09 16:18:19,竞争性谈判,85.904,table,,,,,,,,,,,,
石狮市消防救援大队海宁路消防救援站健身房配套设备采购项目竞争性谈判公告,竞争性谈判公告,QZWB[TP]SS2026083,2026年09月04日 17:16,石狮市,石狮市消防救援大队,泉州市石狮市共富路与院东村大道交叉口南约160米,小林15959125957,泉州晚报项目咨询管理有限公司,福建省泉州市丰泽区刺桐路82号泉州晚报社附属楼一层106,小黄0595-28189943,购买采购文件登记表.doc,"[{""attach_name"": ""购买采购文件登记表.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=FCF0891CB937C4071988865B3BBA23""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27270531.htm,2026-09-09 16:18:20,竞争性谈判,32.7734,table,,,,,,,,,,,,
中华人民共和国马关出入境边防检查站执勤一队训练场改造项目竞争性谈判公告,竞争性谈判公告,MGZ-2026-8-1,2026年09月04日 16:56,马关县,中华人民共和国马关出入境边防检查站,文山州马关县马白镇宁安路,王真0876-85392325,云南星盛爵项目管理有限公司,云南省文山壮族苗族自治州文山市卧龙街道中天名郡A区商铺10-06号,李洪文0876-3015393,"中华人民共和国马关出入境边防检查站执勤一队训练场改造项目.doc,公告1_20260904132521.pdf","[{""attach_name"": ""中华人民共和国马关出入境边防检查站执勤一队训练场改造项目.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=3BE229D58CCDB0A28733EC071A6544""}, {""attach_name"": ""公告1_20260904132521.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=685566E8532A59E0D53B28BEEB90A6""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27270056.htm,2026-09-09 16:18:20,竞争性谈判,31.05,table,,,,,,,,,,,,
中国科学院信息工程研究所2026年资产处置第三批竞争性谈判公告,竞争性谈判公告,HCZB2026-XGS-10,2026年09月04日 16:06,北京市,中国科学院信息工程研究所,北京市海淀区树村路19号,申老师   010-82345112,华诚博远工程咨询有限公司,北京市西城区宣武门外大街10号庄胜广场中央办公楼北翼19层,王经理   17319483702,"文件领取表-2026年第三批.doc,第三章资产处置清单.doc","[{""attach_name"": ""文件领取表-2026年第三批.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=A636F65E2921D2DFE3B11294F01ABB""}, {""attach_name"": ""第三章资产处置清单.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=C529B35AFE1A296CCC301371AA301B""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27268773.htm,2026-09-09 16:18:20,竞争性谈判,0.0,table,,,,,,,,,,,,
榆阳大队运动相机采购项目竞争性谈判公告（二次）,竞争性谈判公告,SXSY[2026招]0312号,2026年09月04日 15:31,榆阳区,榆林市榆阳区消防救援大队,陕西省榆林市榆阳区上郡北路243号,侯先生 0912-3701806,陕西圣业招标有限公司,陕西省榆林市榆阳区航宇路弘景国际B座0621室,陈女士 0912-3529957,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27268068.htm,2026-09-09 16:18:20,竞争性谈判,25.68,table,,,,,,,,,,,,
中国信息通信研究院人形机器人仿生灵巧手测试验证平台-智能机器人执行机构与交互安全综合性能测试系统竞争性谈判公告,竞争性谈判公告,BMCC-ZC26-1293,2026年09月04日 15:29,北京市,中国信息通信研究院,北京市海淀区花园北路52号,丁雪 010-62304366,北京明德致信咨询有限公司,北京市海淀区学院路30号科大天工大厦B座1709室,"刘亚运,孙恺宁,吕家乐  010－82370045,FC@zbbmcc.com（保证金、发票等咨询）",（发售稿）ZC26-1293人形机器人仿生灵巧手测试验证平台-智能机器人执行机构与交互安全综合性能测试系统竞争性谈判公告.docx,"[{""attach_name"": ""（发售稿）ZC26-1293人形机器人仿生灵巧手测试验证平台-智能机器人执行机构与交互安全综合性能测试系统竞争性谈判公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=C232542B56B5DB6631BFA2F00CB5B7""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27268033.htm,2026-09-09 16:18:20,竞争性谈判,85.2,table,,,,,,,,,,,,
包头市消防救援支队通信指挥车维修改造项目【第2次重新采购】竞争性谈判公告,竞争性谈判公告,ZFCG304526072990,2026年09月04日 15:23,九原区,包头市消防救援支队,包头市稀土高新区稀土大街51号,徐宁 15049366655,内蒙古阳光采购服务平台有限责任公司,内蒙古呼和浩特市赛罕区阿吉泰路3号,赵玉信18586095939,包头市消防救援支队通信指挥车维修改造项目【第2次重新采购】.pdf,"[{""attach_name"": ""包头市消防救援支队通信指挥车维修改造项目【第2次重新采购】.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=A542137989B990052ED1F5860E2B61""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27267945.htm,2026-09-09 16:18:20,竞争性谈判,29.5,table,,,,,,,,,,,,
乌兰察布市消防救援支队无人机驾驶员培训服务竞争性谈判公告,竞争性谈判公告,ZFCG304526094236,2026年09月04日 15:10,集宁区,乌兰察布市消防救援支队,内蒙古乌兰察市集宁区察哈尔西街57号,田晓宇、19997789555,内蒙古阳光采购服务平台有限责任公司,内蒙古呼和浩特市赛罕区阿吉泰路3号,樊增、18586095931、0471-3473025,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27267733.htm,2026-09-09 16:18:20,竞争性谈判,17.92,table,,,,,,,,,,,,
吉林大学中日联谊医院职业健康检查服务合同竞争性谈判公告,竞争性谈判公告,WKZB2631JLQTF405803,2026年09月04日 15:03,长春市,吉林大学中日联谊医院,吉林省长春市仙台大街126号吉林大学中日联谊医院,米杨，穆雪0431-84995171,五矿国际招标有限责任公司,吉林省长春市南关区亚泰大街5211号五环国际大厦1609室,曹常虎、杨青、孙钰坤，0431-77771889,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27267619.htm,2026-09-09 16:18:20,竞争性谈判,12.0,table,,,,,,,,,,,,
四川省成都高新技术产业开发区消防救援大队“5分钟消防救援圈”街道社区消防站电路改造采购项目（二次）竞争性谈判公告,竞争性谈判公告,XYZXYC-20260116-02,2026年09月04日 14:49,成都市,成都高新技术产业开发区消防救援大队,成都市高新区天府三街1266号,陈老师028-85189141,四川鑫沅招标代理有限公司,成都市武侯区武科西一路65号B座201号,王女士028-87765239或87766602转8803,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27267402.htm,2026-09-09 16:18:20,竞争性谈判,81.315403,table,,,,,,,,,,,,
山西省消防救援总队2026年度消防员招录体检项目竞争性谈判公告,竞争性谈判公告,ZLZX采【2026】0074号,2026年09月04日 14:47,太原市,山西省消防救援总队,山西省太原市迎泽区桃园南路59号,谷先生；0351-3135119,山西重力工程咨询有限公司,太原市万柏林区长兴北街1号华润大厦T4楼15层,段振宇、乔舒琪、黄东、孙远东；15735516478、0351-7077533,山西省消防救援总队2026年度消防员招录体检项目9.3.doc,"[{""attach_name"": ""山西省消防救援总队2026年度消防员招录体检项目9.3.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=BAF833F48E0E76F417670429B3FFD8""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27267385.htm,2026-09-09 16:18:20,竞争性谈判,167.5,table,,,,,,,,,,,,
中华人民共和国四川出入境边防检查总站执法执勤文检仪采购项目竞争性谈判采购公告,竞争性谈判公告,SCBJZZ-2026-0717-01,2026年09月04日 13:58,四川省,中华人民共和国四川出入境边防检查总站,成都市高新区新园南二路6号,李老师 028-86022136,四川中泽盛世项目管理有限公司,成都金牛高新技术产业园区蜀西路46号1栋1单元3楼301号,夏老师 028-87789977,,,https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27267044.htm,2026-09-09 16:18:20,竞争性谈判,83.832,table,,,,,,,,,,,,
中华人民共和国马关出入境边防检查站机房升级改造采购项目二期竞争性谈判公告,竞争性谈判公告,MGZ-2026-8-2,2026年09月04日 11:10,马关县,中华人民共和国马关出入境边防检查站,文山州马关县马白镇宁安路,王警官0876-85392326,云南佳晨项目管理咨询有限公司,云南省文山壮族苗族自治州文山市卧龙街道华宇卧龙府四期转角写字楼3楼,苏远春0876-2668809,竞争性谈判公告.pdf,"[{""attach_name"": ""竞争性谈判公告.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=AB1C092B0EBAF87C0053774840FA04""}]",https://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/./202609/t20260904_27265968.htm,2026-09-09 16:18:20,竞争性谈判,9.511,table,,,,,,,,,,,,
