notice_title,notice_type,project_code,publish_time,admin_region,buyer_name,buyer_address,buyer_contact,agent_name,agent_address,agent_contact,attach_file_names,attach_json,notice_url,crawl_time,purchase_method,budget,budget_source,terminate_reason,change_item,win_total_amount,judge_experts,agent_service_fee,win_supplier,proposed_supplier,single_source_reason,publicity_period,open_bid_time,contact_name,contact_tel
中国科学院大气物理研究所地球系统数值模拟装置UPS后备电池采购项目成交公告,成交公告,,2026年09月09日 15:32,北京市,中国科学院大气物理研究所,北京市朝阳区北辰西路81号,周老师     010-82995386,国信招标集团股份有限公司,010-88354433-347,郭振华,"地球系统数值模拟装置UPS后备电池采购项目——北京伟亚达科技发展有限公司-关于符合本国标准的产品声明函.pdf,成交公告.doc,ups后备电池采购项目-磋商文件-8-25（审核版）.pdf","[{""attach_name"": ""地球系统数值模拟装置UPS后备电池采购项目——北京伟亚达科技发展有限公司-关于符合本国标准的产品声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=4827A9DA19C6CFB01501EC59AEAC46""}, {""attach_name"": ""成交公告.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=B6E098FB3AA4CDF8BC8B9874A54F4B""}, {""attach_name"": ""ups后备电池采购项目-磋商文件-8-25（审核版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=AB9C2269FCDCB88EF38B4380DC68BA""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295632.htm,2026-09-09 16:23:49,,,,,,155.76,姜晓波、邵金霞、周邵阳（采购人代表）,1.4794,北京伟亚达科技发展有限公司,,,,,,
襄阳市襄城区消防救援大队食堂主副食品配送服务采购成交公告,成交公告,,2026年09月09日 15:31,襄阳市,襄阳市襄城区消防救援大队,湖北省襄阳市襄城区环城东路241号,0710-3607432,东风咨询有限公司,湖北省襄阳市中原西路8号襄阳市市民服务中心8楼,刘娅15671297919,"中小企业声明函.pdf,襄阳市襄城区消防救援大队食堂主副食品配送服务采购（二次）-政府采购竞争性磋商文件.pdf","[{""attach_name"": ""中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=5D69F1AD4D1F18418773C4852FCBC8""}, {""attach_name"": ""襄阳市襄城区消防救援大队食堂主副食品配送服务采购（二次）-政府采购竞争性磋商文件.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=4E79B11B3E83483E4453070B6E3079""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295579.htm,2026-09-09 16:23:49,,,,,,0.0,田国文、雷伟锋、刘麦芝,1.946168,襄阳高新商务物业有限公司,,,,,,
中国疾病预防控制中心环境与健康相关产品安全所二期新址智能档案密集架采购项目成交公告,成交公告,,2026年09月09日 15:30,朝阳区,中国疾病预防控制中心环境与健康相关产品安全所,北京市朝阳区潘家园南里7号,王老师、刘老师  50930202,详见公告正文,详见公告正文,详见公告正文,,,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27296234.htm,2026-09-09 16:23:49,,,,,,34.96,闫银锁（组长）、于涛、王友斌,0.0,江西远大保险设备实业集团有限公司,,,,,,
中国劳动关系学院智能心理测评与服务系统项目成交公告,成交公告,,2026年09月09日 15:29,北京市,中国劳动关系学院,北京市海淀区增光路45号,高老师 010-88561883,中钰招标有限公司,北京市丰台区四合庄路2号院4号楼1至17层101内17层1701,单楠、郭玉婷、刘晶晶、李倩、金俐成、张书玲、卢雪010-60624505转807/821,"中小企业声明函(1).pdf,中国劳动关系学院智能心理测评与服务系统项目-成交公告.pdf,磋商文件（货物类）ZY 中国劳动关系学院智能心理测评与服务系统项目 08.20定稿.pdf","[{""attach_name"": ""中小企业声明函(1).pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=0A82EC9CDFEDCA1D48ADA4601DC950""}, {""attach_name"": ""中国劳动关系学院智能心理测评与服务系统项目-成交公告.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=854F8E9D88DA76BF8684068DD5480D""}, {""attach_name"": ""磋商文件（货物类）ZY 中国劳动关系学院智能心理测评与服务系统项目 08.20定稿.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=9925D6C3610F3471B8E4CB981364ED""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295534.htm,2026-09-09 16:23:49,,,,,,45.0,李跃（组长）、杨东波、李慕轼,0.54,深圳市镜象科技有限公司,,,,,,
东阿县消防救援大队招标餐饮服务项目成交公告,成交公告,,2026年09月09日 15:24,东阿县,东阿县消防救援大队,东阿县新聊滑路路北,郭队长18663509537,亿诚建设项目管理有限公司,山东省聊城经济技术开发区东城街道东昌东路星美办公2号楼1001室,田丙强16606356367,,,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295445.htm,2026-09-09 16:23:49,,,,,,17.388,钟道彬、陈永保、郭焕彬,0.3,聊城恒毅人力资源有限公司,,,,,,
中山大学孙逸仙纪念医院固定电话、移动电话通讯服务采购项目(项目编号：0724-2631Z2094493)成交结果公告,成交公告,,2026年09月09日 15:19,广州市,中山大学孙逸仙纪念医院,广州市沿江西路107号,梁小姐，020-81338019,国义招标股份有限公司,广州市东风东路726号18楼,李婕、邓子华，020-37860533、37860526,,,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295334.htm,2026-09-09 16:23:49,,,,,,168.7776,"项目谈判小组组成：黄苑玲、赵征、吴向群
谈判小组组长：黄苑玲",1.640177,中国电信股份有限公司广东分公司,,,,,,
福建经发-竞争性谈判-2026-JF111C1-厦门市消防救援支队（职业技能鉴定站）新增考务设备采购)-结果公告,成交公告,,2026年09月09日 15:17,厦门市,厦门市消防救援支队,福建省厦门市集美区杏林西路45-1号,虢工0592-3660260,福建经发招标代理有限公司,厦门市思明区湖滨南路359号海晟国际大厦24层2401室,林艳辉0592-5990056,2026-JF111C1-厦门市消防救援支队（职业技能鉴定站）新增考务设备采购-竞争性谈判文件 （发售稿）.pdf,"[{""attach_name"": ""2026-JF111C1-厦门市消防救援支队（职业技能鉴定站）新增考务设备采购-竞争性谈判文件 （发售稿）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=EF454B0B3B7BED3B3DABE9A9EA31E0""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295299.htm,2026-09-09 16:23:49,,,,,,33.38,郑秀妹、黄鸿、虢荣伟,0.5007,厦门佰仕安建设有限公司,,,,,,
暨南大学2026年紫外可见近红外分光光度计采购项目成交结果公告,成交公告,,2026年09月09日 15:14,广东省,暨南大学,广州市黄埔大道西601号,涂老师020-85220066,广州中经招标有限公司,广州市越秀区寺右一马路18号泰恒大厦14楼1409室,侯先生020-87385151、020-37639369、020-87371812、020-87372296,,,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295262.htm,2026-09-09 16:23:49,,,,,,37.75,吴劲、何俊强、缪伟业（采购人代表）,0.5662,广东省中科进出口有限公司,,,,,,
中国科学院赣江创新研究院单晶炉加热模块采购项目成交公告,成交公告,,2026年09月09日 15:11,赣州市,中国科学院赣江创新研究院,江西省赣州市科学院路1号,联系人：罗老师 电话：0797-4565919,中招国际招标有限公司,北京市海淀区学院南路62号中关村资本大厦911B室,罗子琦、徐子玲、王高云、郭文星、徐润斌 010-61954095、61954155 luoziqi@cntcitc.com.cn,竞磋发布稿-中国科学院赣江创新研究院单晶炉加热模块采购项目.pdf,"[{""attach_name"": ""竞磋发布稿-中国科学院赣江创新研究院单晶炉加热模块采购项目.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=1F15139D5EF0C761A0122428576A82""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295208.htm,2026-09-09 16:23:50,,,,,,76.8,程诚、刘颖、李涛,0.9216,福州福雷德实验设备有限公司,,,,,,
北京市消防救援总队消防主题影视作品制作及动画短视频制作推广采购项目成交公告,成交公告,,2026年09月09日 15:11,北京市,北京市消防救援总队,北京市西城区西直门南小街1号,刘助理，010-82215233,中招国际招标有限公司,北京市海淀区学院南路62号中关村资本大厦6层613B室,樊雨婷、丁敏，010-62108196,"包2-企业类型声明函.pdf,包1-消防主题影视作品制作及动画短视频制作推广采购项目磋商文件-发售版.pdf,包2-消防主题影视作品制作及动画短视频制作推广采购项目磋商文件-发售版.pdf,包1-企业类型声明函.pdf","[{""attach_name"": ""包2-企业类型声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=7849C2443DD36CC192C555865D9EE0""}, {""attach_name"": ""包1-消防主题影视作品制作及动画短视频制作推广采购项目磋商文件-发售版.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=8DB4A2D10E5FE416B3B8237470ED05""}, {""attach_name"": ""包2-消防主题影视作品制作及动画短视频制作推广采购项目磋商文件-发售版.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E94375F7307186A6695DEB19132A21""}, {""attach_name"": ""包1-企业类型声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=AFD4FAD8C885CFF0C6CD479532A2E9""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295212.htm,2026-09-09 16:23:50,,,,,,42.34,陆峰、陈江、李宝萍,0.539835,北京多艺华彩数字科技有限公司供应商名称：北京视天嘉艺影视文化有限公司,,,,,,
中华人民共和国天府新区海关电路改造及膜结构停车棚工程比选结果公告,成交公告,,2026年09月09日 15:08,四川省,中华人民共和国天府新区海关,四川省成都市天府新区广州路东段1号,陈老师 028-85390465,四川国际招标有限责任公司,中国（四川）自由贸易试验区成都市高新区天府四街66号2栋22层1号,联系人：王女士、贺女士 联系电话：18583959483、13111881702,,,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295136.htm,2026-09-09 16:23:50,,,,,,19.8097,杜天羽、易佳、胡英芬,0.5,四川建鸣电力工程有限公司成交供应商名称：四川建鸣电力工程有限公司,,,,,,
中国科学院海洋研究所超微量移液工作站购买项目成交公告,成交公告,,2026年09月09日 15:04,青岛市,中国科学院海洋研究所,青岛市西海岸新区海军路88号,王家栋13678882347,青岛一诺项目咨询管理有限公司,青岛市市北区辽阳西路567号浮山国际1号楼911室,丁鑫、18753288591,超微量移液工作站购买项目.pdf,"[{""attach_name"": ""超微量移液工作站购买项目.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=1795CC21F4A4BE3792AE6FE8E3AA4B""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295101.htm,2026-09-09 16:23:50,,,,,,71.8,曹正梅、李云芳、王丹阳,0.8616,仪智科技（上海）有限公司,,,,,,
中国科学院西双版纳热带植物园科研中心文体活动室建设项目成交公告,成交公告,,2026年09月09日 15:04,西双版纳傣族自治州,中国科学院西双版纳热带植物园,云南省西双版纳傣族自治州勐腊县勐仑镇,姜海平 0691-8716819,云南中方工程项目管理有限公司,云南省西双版纳州景洪市世纪金源望江苑15栋101,王超 0691-2195111  18787951151,"成交结果公告.pdf,中小企业声明函.pdf","[{""attach_name"": ""成交结果公告.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=8DC43CD1AC9CF8C8E91F0B4E7FC60F""}, {""attach_name"": ""中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=63150DFF333439B2F742E21C619B34""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295105.htm,2026-09-09 16:23:50,,,,,,247.752403,王艳美、王艳君（组长）、姜海平（采购人代表）,2.38,宁创建设(云南)有限公司,,,,,,
北京市消防救援总队社会单位消防安全非现场监管技术要求项目成交公告,成交公告,,2026年09月09日 15:00,市辖区,北京市消防救援总队,北京市西城区西直门南小街1号,刘老师，010-82215233,中咨达腾（北京）工程咨询有限公司,北京市丰台区宋庄路71号院扑满山2号楼20层2003室,赵梦妍、齐浩，010-57230996、13366624997,"02.pdf,01.pdf","[{""attach_name"": ""02.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=4FE26289370D6070743D75FFCFAC49""}, {""attach_name"": ""01.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=9962E9EC735077D49A5F81153C1B5D""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295055.htm,2026-09-09 16:23:50,,,,,,16.8,李沛俊、王玉红、李小营,0.2142,北京博信高科技术有限公司,,,,,,
中国特种设备检测研究院2026—2027年通勤班车租赁服务项目成交公告,成交公告,,2026年09月09日 14:58,北京市,中国特种设备检测研究院,北京市朝阳区和平街西苑2号,010-59068527,中国仪器进出口集团有限公司,北京市海淀区西直门北大街甲43号金运大厦B座902室,王剑/孙伟 010-62261185、010-62266010、010-81166132,"竞争性磋商文件-6037-最终版(1).pdf,中小企业声明函.pdf","[{""attach_name"": ""竞争性磋商文件-6037-最终版(1).pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=30BC1C8FCD754C12304B240920C7E3""}, {""attach_name"": ""中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=636C5B0D82AEA4B0B937317BA88981""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295032.htm,2026-09-09 16:23:50,,,,,,22.8,姜东升、秦勐、沙喜峰,0.342,北京浩顺达客运服务有限公司,,,,,,
长江三峡通航管理局左坝头公务码头临时过渡搬迁供配电设施建设工程成交结果公告,成交公告,,2026年09月09日 14:57,宜昌市,长江三峡通航管理局,湖北省宜昌市西陵区上导堤路12号,向黎航/高攀；0717-6961324/6961281,同致诚工程咨询有限公司,宜昌市发展大道三峡云计算中心B座1201室,李超、13227271739,"中小企业声明函.pdf,8.21（定稿）左坝头公务码头临时过渡搬迁供配电设施建设工程.pdf","[{""attach_name"": ""中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=D8DA369BF9EC7671BDB0006948B346""}, {""attach_name"": ""8.21（定稿）左坝头公务码头临时过渡搬迁供配电设施建设工程.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=B4005396F5C758523E1AC5A85344AB""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27295015.htm,2026-09-09 16:23:50,,,,,,305.0,席涛、覃文正、王忠民,0.6692,湖北智谦成安装工程有限公司,,,,,,
中国劳动关系学院智慧学工2.0项目成交公告,成交公告,,2026年09月09日 14:50,北京市,中国劳动关系学院,北京市海淀区增光路45号,刘老师、010-88561791,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,边璐、邵柄强、谢丹丹、杨振豪、孙涛、张含勇010-52138809、13521749581,"8.20发售稿（货物）-竞争性磋商文件-46W--中国劳动关系学院智慧学工2.0 项目.pdf,中小企业声明函-北京三易拓科技有限公司.pdf,本国产品声明函-北京三易拓科技有限公司.pdf,主要标的信息-北京三易拓科技有限公司.pdf","[{""attach_name"": ""8.20发售稿（货物）-竞争性磋商文件-46W--中国劳动关系学院智慧学工2.0 项目.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=7A60AA3164E3A714A37F0808D75A3F""}, {""attach_name"": ""中小企业声明函-北京三易拓科技有限公司.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=2E1C4D6BC87BF1F1C0A29E88364F5A""}, {""attach_name"": ""本国产品声明函-北京三易拓科技有限公司.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=3CEC58C94805360BDE2868F8D3C0A1""}, {""attach_name"": ""主要标的信息-北京三易拓科技有限公司.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=044C97FC191676258DB2A2EDAABAC0""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27294950.htm,2026-09-09 16:23:50,,,,,,25.0,郑军、杜艳 、李颖,0.3,北京三易拓科技有限公司,,,,,,
湖南大学JY-2026062货物及服务采购项目成交结果公告,成交公告,,2026年09月09日 14:50,湖南省,湖南大学,湖南省长沙市岳麓区天马一街,彭老师、0731-88821512,湖南建业管理咨询有限公司,长沙市雨花区时代阳光大道西388号轻盐阳光CEO大厦A座10楼,周磊、李小梅、陈凯伊、鲁奕伶、谭子林 0731-84452348、84405538,附件.rar,"[{""attach_name"": ""附件.rar"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=850B3B89B6FA4A330AB6E40A947107""}]",https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27294946.htm,2026-09-09 16:23:50,,,,,,48.7,杜启平（主任评委）、黄新华、叶郁,0.5479,北京时间线影视传媒有限公司,,,,,,
