admin_region,agent_address,agent_contact,agent_name,agent_service_fee,attach_file_names,attach_json,budget,budget_source,buyer_address,buyer_contact,buyer_name,change_item,contact_name,contact_tel,crawl_time,judge_experts,notice_title,notice_type,notice_url,open_bid_time,project_code,proposed_supplier,publicity_period,publish_time,purchase_method,single_source_reason,terminate_reason,win_supplier,win_total_amount
北京市,北京市海淀区学院南路62号中关村资本大厦6层611A室,马翔宇、秦璐璐、王丽莉、丁建、曲志鸣、林彧杰、郑碧云、师杉010-61954013、62108152,中招国际招标有限公司,,招标文件-新能源车.docx,"[{""attach_name"": ""招标文件-新能源车.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=7CFD031C889E319BAA4453275613E3""}]",,,北京市西城区西长安街13号,张琛010-68205185,工业和信息化部,,,,2026-09-09 15:21:48,刘明、韩帅、李建勇、张道山、霍海龙,工业和信息化部新能源汽车产品质量和一致性监督检查中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27294248.htm,,,,,2026年09月09日 12:31,,,,,712.7134
北京市,北京市海淀区学院南路62号中关村资本大厦6层611A室,马翔宇、秦璐璐、王丽莉、丁建、曲志鸣、林彧杰、郑碧云、师杉010-61954013、62108152,中招国际招标有限公司,,招标文件-传统车.docx,"[{""attach_name"": ""招标文件-传统车.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=DBFD633B1251FB2A8A4BCA1EC08975""}]",,,北京市西城区西长安街13号,张琛010-68205185,工业和信息化部,,,,2026-09-09 15:21:48,孙月琴、张海艳、闫德刚、刘霞、姚映君,工业和信息化部传统汽车生产一致性专项监督检查中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27294250.htm,,,,,2026年09月09日 12:30,,,,,321.448944
长春市,吉林省长春市南关区亚泰大街5211号五环国际大厦1609室,梁敬保、曹常虎、杨青、张鑫0431-77771889,五矿国际招标有限责任公司,,"【公开招标】吉林大学部分建筑增加火灾自动报警系统工程二标段（第二次）—招标文件0814.docx,中小企业声明函.pdf","[{""attach_name"": ""【公开招标】吉林大学部分建筑增加火灾自动报警系统工程二标段（第二次）—招标文件0814.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=14D73BEBD2EEAE5FC9810216AEC874""}, {""attach_name"": ""中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=DE86252DC2104FEF19B9A9412E5ACC""}]",,,吉林省长春市前进大街2699号吉林大学中心校区商贸楼四楼,孙老师 0431-85167313,吉林大学,,,,2026-09-09 15:21:48,齐立志、刘彬、刘立新、南旭良、杨晓昕,吉林大学部分建筑增加火灾自动报警系统工程项目二标段（第二次）中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27294140.htm,,,,,2026年09月09日 12:08,,,,,370.537602
天津市,天津经济技术开发区滨海-中关村科技园大唐总部基地东区7号楼1单元401,吴洁18526373730,中海华咨询有限公司,,"377-办公楼运维服务-政采公开-0820定稿【发售版】.docx,中小企业声明函.jpg","[{""attach_name"": ""377-办公楼运维服务-政采公开-0820定稿【发售版】.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=84D4746316DB6455DD1F4417FC87BC""}, {""attach_name"": ""中小企业声明函.jpg"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=DDB83814D7A3EAC14875926146AF3A""}]",,,天津市滨海新区东疆综合保税区宁夏道119号,刘亮022-25604900,天津市滨海新区消防救援支队五大队,,,,2026-09-09 15:21:48,彭清发、王宝昆、马文杰、郭维强、戴继业（采购人代表）,天津市滨海新区消防救援支队五大队办公楼运维服务项目中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27294138.htm,,,,,2026年09月09日 12:08,,,,,33.894545
和县,马鞍山市和县历阳镇城北社区文昌北路169-2号,黄工18119951086、0555-5130789,安徽兴满招投标代理服务有限公司,,中小企业声明函.pdf,"[{""attach_name"": ""中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=97678176BAD2BE5D2A6BCF57F2283C""}]",,,安徽省马鞍山市和县历阳镇,姚先生 0555-5315119,和县消防救援大队,,,,2026-09-09 15:21:48,略,和县消防救援大队2026年度食堂主副食品采购及配送服务项目中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27294116.htm,,,,,2026年09月09日 12:07,,,,,0.0
北京市,北京市海淀区学院南路62号中关村资本大厦,侯东艳、张磊、张涵睿、邓嘉莹、蒋雪娜、陈思佳，010-61954119、4120,中招国际招标有限公司,,"公开招标文件发售稿-清华大学关键尺寸检测系统（CD）采购项目（第二次）.pdf,关于符合本国产品标准的声明函.pdf","[{""attach_name"": ""公开招标文件发售稿-清华大学关键尺寸检测系统（CD）采购项目（第二次）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=C915982DD4431E783CC7DD4930FF56""}, {""attach_name"": ""关于符合本国产品标准的声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=05831571EB206711FA51F534C2868E""}]",,,北京市海淀区清华园,010-62780051,清华大学,,,,2026-09-09 15:21:48,李悦、贺兵、姜明、孙月琴、谭卓英（前序为自选专家）、岳萍（采购人代表）、杨涛（采购人代表）,清华大学关键尺寸检测系统（CD）采购项目（第二次）中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27294103.htm,,,,,2026年09月09日 12:04,,,,,680.0
市辖区,西章胡同9号院,010-83083702,中央国家机关政府采购中心,,中标通知书.zip,"[{""attach_name"": ""中标通知书.zip"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=bd6e1084-5332-44f6-87a7-a53de6""}]",,,北京市海淀区圆明园西路2号,010-62732813,中国农业大学,,,,2026-09-09 15:21:48,不详,中国农业大学国家农业科技创新港人才培养组团项目工程施工采购项目中标结果公示,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293832.htm,,,,,2026年09月09日 11:35,,,,,46047.813067
市辖区,西章胡同9号院,010-83083702,中央国家机关政府采购中心,,中标通知书.zip,"[{""attach_name"": ""中标通知书.zip"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=d60f0646-fb59-48fa-b0d2-7b0106""}]",,,北京市海淀区中关村大街59号,010-62516966,中国人民大学,,,,2026-09-09 15:21:48,不详,中国人民大学中关村校区学生宿舍品园5楼改造项目监理采购项目中标结果公示,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293831.htm,,,,,2026年09月09日 11:35,,,,,106.9532
南山区,济南市市中区经十路22068号山东出版智能产业大厦505室,李老师  赵老师  0531-88286123,山东德远项目管理有限公司,,,,,,济南市历城区宏城路绿锦园西侧,钟老师  0531-82847119,济南市南部山区消防救援大队,,,,2026-09-09 15:21:49,纪晶、刘保灵、王晓翠、訾瀚、张磊,济南市南部山区消防救援大队宣传品及正规化建设服务项目中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293733.htm,,,,,2026年09月09日 11:30,,,,,60.0
北京市,北京市海淀区学院南路62号中关村资本大厦,侯东艳、张磊、张涵睿、邓嘉莹、蒋雪娜、陈思佳，010-61954119、61954120,中招国际招标有限公司,,"招标文件-导航高加速度电动振动试验系统采购项目.pdf,中小企业声明函.pdf,关于符合本国产品标准的声明函.pdf","[{""attach_name"": ""招标文件-导航高加速度电动振动试验系统采购项目.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=F0938924F87A598D6642A857792393""}, {""attach_name"": ""中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=F674D8CE34A5FB91FBD44119803E63""}, {""attach_name"": ""关于符合本国产品标准的声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=D5B4CE6E11426549419F4DF69E5A40""}]",,,北京市海淀区清华园,010-62780051,清华大学,,,,2026-09-09 15:21:49,李悦、贺兵、姜明、戴琳、宋亮（前序为自选专家）、沙宇帆（采购人代表）、杨涛（采购人代表）,清华大学导航高加速度电动振动试验系统采购项目中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293704.htm,,,,,2026年09月09日 11:29,,,,,114.5
浦东新区,上海市浦东新区民生路600号船研所19号楼东门118室。,刘女士、李老师、马晶 15073821367,中科高盛咨询集团有限公司,,,,,,021-34775059,刘先生,中国科学院上海天文台,,,,2026-09-09 15:21:49,李伟杰（评审组长）、赵兵科、肖石林、郑静、宋尚华、刘强（采购人代表）、柳聪（采购人代表）,中国科学院上海天文台天球基准研究运控支撑系统中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293693.htm,,,,,2026年09月09日 11:26,,,,,627.985
浦东新区,上海市浦东新区民生路600号船研所19号楼东门118室。,刘老师、李老师、马晶  15073821367,中科高盛咨询集团有限公司,,,,,,021-34775059,刘先生,中国科学院上海天文台,,,,2026-09-09 15:21:49,李伟杰（评审组长）、赵兵科、肖石林、郑静、宋尚华、刘强（采购人代表）、柳聪（采购人代表）,中国科学院上海天文台天球基准研发平台实时监控与告警系统中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293666.htm,,,,,2026年09月09日 11:25,,,,,359.7234
北京市,北京市海淀区丹棱街1号互联网金融中心20层,郭宇涵、王军、李雯、余睿； 010-68290599， 010-68290530,东方国际招标有限责任公司,,"2205.pdf,本国声明.png","[{""attach_name"": ""2205.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=D18B77486B8E51CA1F4DDF7B011930""}, {""attach_name"": ""本国声明.png"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=4D635CC383E619AB22E9FD4603EB6C""}]",,,北京市怀柔区杨雁路京密北二街,王老师，010-62582861,中国科学院国家空间科学中心,,,,2026-09-09 15:21:49,王东亮、岳震、宋杰、梁润平、周昱成,中国科学院国家空间科学中心圆环阵数据AI服务器存储集群及配套采购项目中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293541.htm,,,,,2026年09月09日 11:14,,,,,698.9
北京市,北京市丰台区西营街1号院通用时代中心1区1号楼B座1608,王先生 010-81166165,中国仪器进出口集团有限公司,,"分项报价表.docx,招 标 文 件 （岩溶所）最终版.pdf","[{""attach_name"": ""分项报价表.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E52110768E6BD9F29A71DDCE0C8877""}, {""attach_name"": ""招 标 文 件 （岩溶所）最终版.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=0C378CC09B1F8450214C0E8F654223""}]",,,广西桂林市七星区七星路50号,李老师  0773-7796670,中国地质科学院岩溶地质研究所,,,,2026-09-09 15:21:49,温新婴、吴亚西、刘锋、李文军、吴夏,中国地质科学院岩溶地质研究所液体闪烁计数仪中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293480.htm,,,,,2026年09月09日 11:06,,,,,228.8
广东省,广州市环市中路316号金鹰大厦9楼911室,郑淇筠、刘雨婷、陈健、陈安琪、宁小萍、王勇新；020-83543621/4566/1759（电子邮箱：gtczb7@126.com）,广东省机电设备招标有限公司,,,,,,广州市黄埔区瑞和路18号,王小姐；020-29119669,生态环境部华南环境科学研究所,,,,2026-09-09 15:21:49,"1、评审委员会总人数：7；
2、随机抽取专家名单：袁敏（组长）、党红妹、黄滨、唐小军、文燕；
3、采购人代表名单：黄凯华、江占；
4、自行选定专家名单：/。",生态环境部华南环境科学研究所华南区域危险废物环境风险防控技术中心建设项目-专业仪器设备采购项目（一批）（四）（项目编号：M4400000707538972）中标公告（采购包2、采购包3）,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293459.htm,,,,,2026年09月09日 11:05,,,,,1928.1
黄埔区,广州市环市中路316号金鹰大厦9楼911室,梁鸿茵、陈熠行、周艳靖；020-83602969(电子邮箱：gdjdsbzb@126.com),广东省机电设备招标有限公司,,"采购包1报价表.pdf,采购包2报价表.pdf","[{""attach_name"": ""采购包1报价表.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E3A60330FBF29367E0BF6A7B0EFFFA""}, {""attach_name"": ""采购包2报价表.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=CFA415D89FD6F65BD35856CD2E00D4""}]",,,广州市黄埔区瑞和路18号,王小姐；020-29119669,生态环境部华南环境科学研究所,,,,2026-09-09 15:21:49,"评审委员会总人数：7；
随机抽取专家名单：陈铧耀、黄俊夫、万家海、石雪冬、毛暖思；
采购人代表名单：黄凯华、李义豪；
自行选定专家名单：   /",生态环境部华南环境科学研究所华南区域危险废物环境风险防控技术中心建设项目-专业仪器设备采购项目（一批）（三）（项目编号：M4400000707539686）中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293456.htm,,,,,2026年09月09日 11:04,,,,,1759.5
北京市,北京市海淀区文慧园北路10号，中教仪总公司,谢杰、刘欣、蒋旭、王磊、施歌、杨硕、韩寿国、刘湃010-59893122、010-59893114、010-59893131,北京中教仪国际招标代理有限公司,,"0330中小企业声明函.pdf,0330关于符合本国产品标准的声明函.pdf,2.【公开招标】清华大学附属中学清晏楼及华东楼食堂设备购置项目-最终.pdf","[{""attach_name"": ""0330中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=B9F87A7114D5E3B62C82A073C23BD4""}, {""attach_name"": ""0330关于符合本国产品标准的声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=A4C640719A4A72776F7180F0FBFFF2""}, {""attach_name"": ""2.【公开招标】清华大学附属中学清晏楼及华东楼食堂设备购置项目-最终.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=F4DE0124CA7F5A868E7D9322E83F83""}]",,,北京市海淀区清华园,周老师010-62789532,清华大学,,,,2026-09-09 15:21:49,陈世东、李向路、秦艳萍、徐明、万缨、杨国兴（采购人代表）、王宇（采购人代表）,清华大学附属中学清晏楼及华东楼食堂设备购置项目中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293388.htm,,,,,2026年09月09日 10:57,,,,,105.978
北京市,北京市海淀区丹棱街1号互联网金融中心20层,迟兆洋、叶明、荀笑尘、芮虎峥 010-68290589/0548,东方国际招标有限责任公司,,"中小企业声明函.pdf,_远轨航天器闭环测试系统升级项目【7.24发布稿】.doc","[{""attach_name"": ""中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=AB03131126F032B39E470FD510D7CF""}, {""attach_name"": ""_远轨航天器闭环测试系统升级项目【7.24发布稿】.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=C1D20DC8059A0AF0131085CF2BBD33""}]",,,北京市海淀区邓庄南路9号,戴老师 010-82178863,中国科学院空间应用工程与技术中心,,,,2026-09-09 15:21:49,魏天兴（专家组长）、曹亚萍、张丽霞、杨慧兰、陈小鱼(用户代表）,中国科学院空间应用工程与技术中心远轨航天器闭环测试系统升级项目中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293368.htm,,,,,2026年09月09日 10:56,,,,,269.8
甘肃省,北京市海淀区丹棱街1号互联网金融中心20层,冯宇图 吴旭 唐添慧 010-68290550、010-68290510、010-68290526、ytfeng@oitc.com.cn,东方国际招标有限责任公司,,"_881459基于天然射线缪子成像技术的冰川内部构造三维探测系统采购项目（最终稿）.doc,中小企业声明函.pdf,关于符合本国产品标准的声明函.pdf","[{""attach_name"": ""_881459基于天然射线缪子成像技术的冰川内部构造三维探测系统采购项目（最终稿）.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=04360EA644C65359D3B9DAF6360EE8""}, {""attach_name"": ""中小企业声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=42C3244B1A8688CEAD48BA5270A4AB""}, {""attach_name"": ""关于符合本国产品标准的声明函.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=CA87588609E90A2DF71E20CCFDF258""}]",,,甘肃省兰州市东岗西路320号,0931-8275129,中国科学院西北生态环境资源研究院,,,,2026-09-09 15:21:49,王军、田俊、樊毅敏、张桐民、杜文涛（全部自行选定）,中国科学院西北生态环境资源研究院基于天然射线缪子成像技术的冰川内部构造三维探测系统采购项目中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293352.htm,,,,,2026年09月09日 10:52,,,,,170.05
北京市,北京市海淀区学院南路62号中关村资本大厦6层/9层,孙峤  魏志平；010-62192030,中招国际招标有限公司,,TC260W06N-2次-招标文件[最终版].pdf,"[{""attach_name"": ""TC260W06N-2次-招标文件[最终版].pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=B52F057D5F8537DA0FD415795CDD2A""}]",,,北京市海淀区大慧寺路8号,金波；010-62105663,国家海洋环境预报中心,,,,2026-09-09 15:21:49,"第1包：李文正、王继江、张宝栋、肖云、冯立成；
第4包：李文正、王继江、张宝栋、肖云、李涛",国家海洋环境预报中心记录北极专项服务类采购项目2026（一）（第1包和第4包重新招标）中标公告,中标公告,https://www.ccgp.gov.cn/cggg/zygg/zbgg/./202609/t20260909_27293278.htm,,,,,2026年09月09日 10:46,,,,,73.8
