admin_region,agent_address,agent_contact,agent_name,agent_service_fee,attach_file_names,attach_json,budget,budget_source,buyer_address,buyer_contact,buyer_name,change_item,contact_name,contact_tel,crawl_time,judge_experts,notice_title,notice_type,notice_url,open_bid_time,project_code,proposed_supplier,publicity_period,publish_time,purchase_method,single_source_reason,terminate_reason,win_supplier,win_total_amount
江苏省,南京市长江路198号,文件发售：李婧怡025-84532580，技术咨询：谭一凡025-84532547、黄丹025-84531274,江苏苏美达仪器设备有限公司,,,,360.0,,江苏省南京市江北新区滨江大道666号南京农业大学滨江校区,吴老师025-84399008,南京农业大学,,,,2026-09-09 15:37:27,,南京农业大学动物科学类国家级实验教学示范中心实验室设备、家具采购公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294902.htm,2026年09月30日  09:30,ZF20260425,,,2026年09月09日 14:46,,,,,
天津市,天津市河东区红星路79号二楼（邮编：300161）,董雅茹、丁亚天022-24538271,天津市政府采购中心,,招标文件（TGPC-2026-D-1001）.docx,"[{""attach_name"": ""招标文件（TGPC-2026-D-1001）.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=5544E37ACA578F4FF543014E1E654A""}]",152.105246,,天津市滨海高新区（环外）海泰大道10号,王学弢022- 83750119,天津市消防救援总队轨道交通支队,,,,2026-09-09 15:37:27,,天津市消防救援总队轨道交通支队物业管理服务项目（项目编号：TGPC-2026-D-1001）公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294863.htm,2026年10月08日  08:30,TGPC-2026-D-1001项目名称：天津市消防救援总队轨道交通支队物业管理服务项目,,,2026年09月09日 14:42,,,,,
广东省,北京市海淀区学院南路62号中关村资本大厦906B房间,韦云涛、赵欣、邓鹏、夏雪、李菲010-62108260、62108269、61954054；,中招国际招标有限公司,,招标公告.docx,"[{""attach_name"": ""招标公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=F33701028027613F28EA92BF46BE49""}]",1050.0,,广东省广州市海珠区怡乐路47号,唐志伟020-89098763,中华人民共和国广东海事局本级,,,,2026-09-09 15:37:27,,广东海事局船艇建造项目（两艘沿海20米级巡逻船建造）招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294667.htm,2026年09月30日  09:00,TC260X04X,,,2026年09月09日 14:23,,,,,
北京市,详见公告正文,详见公告正文,详见公告正文,,,,870.0,,北京市东城区金宝街61号鑫海锦江大酒店,"采购机构名称：海关总署物资装备采购中心
地址：北京市东城区金宝街61号鑫海锦江大酒店
邮政编码：100005
联系方式：010-65194838（平台使用技术咨询）
010-65195171（业务咨询）
010-65195677（质疑受理）",海关总署物资装备采购中心,,,,2026-09-09 15:37:27,,海关总署2026年数据治理服务采购项目,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294705.htm,2026年10月12日  08:45,,,,2026年09月09日 14:23,,,,,
北京市,北京市海淀区车公庄西路乙19号国际传播科技文化园9号楼1层,裴凯凯、温帅杰、孟吟珊、王堃、邹宗英，010-88018767,青矩工程顾问有限公司,,,,291.2,,北京市海淀区知春路27号量子芯座大厦21层,杨茜，010-83041832,国家卫生健康委能力建设和继续教育中心,,,,2026-09-09 15:37:27,,远程教育平台整合升级公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294665.htm,2026年09月30日  14:30,2025-YW-05162-02,,,2026年09月09日 14:22,,,,,
上海市,上海市杨浦区纪念路8号5号楼105B（财大科技园、近吉浦路）,柴鹏晖、13788938415,上海晶誉建设管理咨询有限公司,,,,155.0,,上海市金桥路2090号,田老师、021-62688851,上海国际旅行卫生保健中心（上海海关口岸门诊部）,,,,2026-09-09 15:37:27,,上海海关全自动超低温保存冰箱、全自动超低温存储系统、全自动血型分析仪采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294602.htm,2026年09月30日  09:30,JY-Z2603032. 项目编号：JY-Z260303,,,2026年09月09日 14:11,,,,,
北京市,东莞市莞城街道旗峰路莞城段200号1单元602室,徐兵、张莲、宣柏林/0769-26627023、020-87001523 / bxu@oitc.com.cn、lzhang@oitc.com.cn、mye@oitc.com.cn,国科东仪(广东)项目管理有限公司,,0044项目需求.docx,"[{""attach_name"": ""0044项目需求.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E0295BA97A970075F7EFCDC243C37C""}]",175.0,,广东省东莞市松山湖园区中子源路1号,王珍0769-88931057,中国科学院高能物理研究所,,,,2026-09-09 15:37:27,,中国科学院高能物理研究所CSNS-II冷中子直接几何非弹谱仪径向准直器系统采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294590.htm,2026年10月09日  14:00,OITC-G260DY0044,,,2026年09月09日 14:09,,,,,
北京市,北京市海淀区丹棱街1号互联网金融中心20层,迟兆洋、叶明、荀笑尘、芮虎峥 010-68290585/0589 hzrui@oitc.com.cn、xcxun@oitc.com.cn,东方国际招标有限责任公司,,采购需求（0907）.docx,"[{""attach_name"": ""采购需求（0907）.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=75320244FB8BE91A2719A75AEE9F57""}]",290.0,,北京市朝阳区北土城西路3号,王老师 010-82995516,中国科学院微电子研究所,,,,2026-09-09 15:37:27,,中国科学院微电子研究所微光显微镜分析系统采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294505.htm,2026年09月30日  14:00,OITC-G260390907,,,2026年09月09日 13:52,,,,,
北京市,北京市朝阳区建国门外大街甲3号,"赵齐霁、黄莹,010-85343384/85343442",北京国际贸易有限公司,,,,242.202379,,北京市东城区王府井帅府园1号,"赵齐霁、黄莹,010-85343384/85343442",中国医学科学院北京协和医院,,,,2026-09-09 15:37:27,,北京协和医院东单院区门诊楼扶梯预防性修理项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294489.htm,2026年09月29日  14:00,0686-26300E175815N,,,2026年09月09日 13:47,,,,,
上海市,上海市普陀区云岭东路235号上海跨国采购中心3号楼5层,刘翠红、王冬  021-52181959,江苏省华采招标有限公司,,,,145.5,,上海市杨浦区四平路1239号,戴老师  13764638702,同济大学,,,,2026-09-09 15:37:27,,同济大学动力电池环境模拟测试系统采购项目(第二次）公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294487.htm,2026年09月30日  10:00,Z20260234,,,2026年09月09日 13:47,,,,,
北京市,北京市海淀区三里河路七号新疆大厦写字楼8层,夏凡、潘爽、梁敬保 010-81125779/81125774 wkzb1001@163.com,五矿国际招标有限责任公司,,采购需求.pdf,"[{""attach_name"": ""采购需求.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=FE9E93B3F02729B82572485865B050""}]",500.0,,北京市海淀区复兴路11号,赵老师 68508752,中央广播电视总台,,,,2026-09-09 15:37:28,,中央广播电视总台8K超高清频道大屏呈现光缆传输公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294467.htm,2026年10月09日  09:30,WKZB2631BJT3004462,,,2026年09月09日 13:42,,,,,
市辖区,大连市中山区长江东路9号中信丰悦大厦28层03号,肖丽娜、孙熙洁0411-82770508,辽宁友诚招标代理有限公司,,招标（采购）文件领取登记表.pdf,"[{""attach_name"": ""招标（采购）文件领取登记表.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=EC55D608EDF66E0867E060C11A2BB5""}]",120.0,,大连市甘井子区凌海路1号,顾老师、0411-84729274,大连海事大学,,,,2026-09-09 15:37:28,,大连海事大学嵌入式与机器视觉综合实验平台采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294464.htm,2026年09月30日  09:00,LNYCDL20260919,,,2026年09月09日 13:40,,,,,
北京市,北京市海淀区学院南路62号院1号楼6层(601-615室)、9层(903-915室),张文浩、曹武宁、丛雪、任伟、刘铎 010-62108074,中招国际招标有限公司,,采购需求-第1包、第2包.docx,"[{""attach_name"": ""采购需求-第1包、第2包.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=728B3D22AD84C4FC67CDA6543D5C9A""}]",503.0,,北京市丰台区方庄芳星园一区六号,杨老师 010-67652797,北京中医药大学东方医院,,,,2026-09-09 15:37:28,,北京中医药大学东方医院国家中医药传承创新中心建设项目第1包、第2包公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294432.htm,2026年10月09日  13:30,TC260V0H9,,,2026年09月09日 13:33,,,,,
深圳市,深圳市罗湖区太宁路2号百仕达大厦27B,吴先生/段小姐 0755-86959378或86959778转8003/8015,深圳市东海国际招标有限公司,,,,39.8865,,广东省深圳市福田区福田南路24号,丁先生 0755-84396635,中华人民共和国皇岗海关,,,,2026-09-09 15:37:28,,皇岗海关皇岗口岸新联检大楼食堂厨房智能化厨具设备采购项目（第二次招标）招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27294009.htm,2026年09月30日  09:30,3324-DH2630H1170,,,2026年09月09日 11:50,,,,,
市辖区,西章胡同9号院,010-83083702,中央国家机关政府采购中心,,中国中医科学院高容量数据存储服务器与高性能计算存储采购项目采购文件.pdf,"[{""attach_name"": ""中国中医科学院高容量数据存储服务器与高性能计算存储采购项目采购文件.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=9a7e9870-ccc5-46b5-a6a4-46a78d""}]",310.0,,北京市东城区东直门内南小街16号,010-64089571,中国中医科学院,,,,2026-09-09 15:37:28,,中国中医科学院高容量数据存储服务器与高性能计算存储采购项目招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293868.htm,2026年10月10日  09:00,,,,2026年09月09日 11:40,,,,,
宜宾市,宜宾市叙州区南岸金沙江大道市民中心四楼,陈先生 0831-8088817,宜宾市政府采购中心,,四川省宜宾市消防救援支队基本防护装备采购项目招标项目技术、商务及其他要求.pdf,"[{""attach_name"": ""四川省宜宾市消防救援支队基本防护装备采购项目招标项目技术、商务及其他要求.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=F9C8B42C5AEDFD28A06C58B7E9BF80""}]",1654.138975,,宜宾市叙州区南丝绸路19号,游先生 0831-2318137,宜宾市消防救援支队,,,,2026-09-09 15:37:28,,四川省宜宾市消防救援支队基本防护装备采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293885.htm,2026年10月09日  09:30,SCXF,,,2026年09月09日 11:17,,,,,
上海市,中春路1088号15栋502室,王帅  17278206231,上海儒弋建设工程招标有限公司,,,,90.0,,上海市浦东新区沔北路299号,朱老师 60157509,上海海关动植物与食品检验检疫技术中心,,,,2026-09-09 15:37:28,,上海海关动植物与食品检验检疫技术中心微生物试剂培养基采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293569.htm,2026年09月29日  10:30,RY-2026-1094,,,2026年09月09日 11:14,,,,,
市辖区,辽宁省大连市沙河口区长兴街2-5号(联合路地铁站C口步行120米)大连市机电设备招标有限责任公司403,唐克、李新宇， 0411－88898528、88898519,大连市机电设备招标有限责任公司,,,,12.779836,,大连市中山区滨海东路236A号,姜女士，0411-82868161,自然资源部大连海洋中心（自然资源部大连海洋预报台）,,,,2026-09-09 15:37:28,,自然资源部大连海洋中心（自然资源部大连海洋预报台）海洋防灾减灾专项金石滩测点-室外挡土墙、临街面补植草坪工程项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293477.htm,2026年10月08日  13:30,A85WI2601B,,,2026年09月09日 11:06,,,,,
贵州省,详见公告正文,详见公告正文,详见公告正文,,,,68.91,,贵州省贵阳市观山湖区通宝路2号,0851-86906113,国家税务总局贵州省税务局,,,,2026-09-09 15:37:28,,贵州税务2026年车船税征收系统和企业所得税综合管控平台运维服务招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293503.htm,2026年10月09日  09:30,,,,2026年09月09日 11:04,,,,,
江苏省,江苏省南京市鼓楼区郑和中路118号D座12楼1203室,孔俊晴、汪律、姜瑶、陈诚，025-82281930、83240902、83249926、83248600,江苏省招标中心有限公司,,,,240.0,,江苏省无锡市滨湖区蠡湖大道1800号,黄老师0510-85310507、侯老师18721752812,江南大学,,,,2026-09-09 15:37:28,,江南大学超高时空分辨率活细胞成像系统采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293406.htm,2026年10月09日  09:30,JSTCC26002106840,,,2026年09月09日 10:58,,,,,
江苏省,江苏省南京市鼓楼区郑和中路118号D座12楼1203室,孔俊晴、汪律、姜瑶、陈诚，025-82281930、83240902、83249926、83248600,江苏省招标中心有限公司,,,,475.0,,江苏省无锡市滨湖区蠡湖大道1800号,黄老师0510-85310507、王老师0510-85912155,江南大学,,,,2026-09-09 15:37:28,,江南大学微生物超分辨性状分析及数字资产智慧化管理系统采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293404.htm,2026年10月09日  14:30,JSTCC26002106248,,,2026年09月09日 10:58,,,,,
市辖区,西章胡同9号院,010-83083702,中央国家机关政府采购中心,,中国美术馆2026-2029年保安服务采购项目采购文件.pdf,"[{""attach_name"": ""中国美术馆2026-2029年保安服务采购项目采购文件.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=6f3a271b-3d22-4ef2-9cf8-42b0f4""}]",1938.0,,北京市东城区五四大街1号,010-64007990,中国美术馆,,,,2026-09-09 15:37:28,,中国美术馆2026-2029年保安服务采购项目招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293272.htm,2026年10月09日  09:00,,,,2026年09月09日 10:40,,,,,
泉山区,徐州市云龙区绿地商务城LOFT领海5#办公楼1903室,郑小璞，0516-83203336,江苏中际招标代理有限公司,,,,165.289456,,江苏省徐州市大学路1号,龙老师，0516-83592010,中国矿业大学（徐州）,,,,2026-09-09 15:37:29,,中国矿业大学（徐州）中国矿业大学文昌校区2026年“供暖设施改造”项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293189.htm,2026年09月20日  14:00,JSZJ-G(2026)224,,,2026年09月09日 10:36,,,,,
北京市,北京市海淀区学院路30号科大天工大厦B座17层1709室（邮编：100083）,孙恺宁、刘亚运、吕家乐、徐昊云、王爽、吕绍山、高宇、张闻 010-61196355、15801412428、lyy@zbbmcc.com,北京明德致信咨询有限公司,,（发售稿）ZC26-1300北京大学燃料电池控制箱采购项目招标公告.docx,"[{""attach_name"": ""（发售稿）ZC26-1300北京大学燃料电池控制箱采购项目招标公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=E707644146155CEE5DFA194BEF372D""}]",90.0,,北京市海淀区颐和园路5号,吴老师，010-62758587,北京大学,,,,2026-09-09 15:37:29,,北京大学燃料电池控制箱采购项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293054.htm,2026年10月09日  09:30,BMCC-ZC26-1300,,,2026年09月09日 10:25,,,,,
北京市,北京市海淀区学院路30号科大天工大厦B座17层1709室（邮编：100083）,孙恺宁、刘亚运、吕家乐、徐昊云、王爽、吕绍山、高宇、张闻 010-61196355、15801412428、lyy@zbbmcc.com,北京明德致信咨询有限公司,,（发售稿）ZC26-1267北京大学大气环境与人体暴露模拟装置项目招标公告.docx,"[{""attach_name"": ""（发售稿）ZC26-1267北京大学大气环境与人体暴露模拟装置项目招标公告.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=6EF2671CEF139A0A6C8C2311C27710""}]",96.0,,北京市海淀区颐和园路5号,吴老师，010-62758587,北京大学,,,,2026-09-09 15:37:29,,北京大学大气环境与人体暴露模拟装置项目公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27293056.htm,2026年10月09日  14:00,BMCC-ZC26-1267,,,2026年09月09日 10:25,,,,,
上海市,上海市延安西路358号美丽园大厦14楼,石鑫、周沛然；021-32173713、32173666；shixin@shabidding.com,上海国际招标有限公司,,,,318.4244,,上海市中山北路3663号、东川路500号,刘老师，021-62232260、33503431,华东师范大学,,,,2026-09-09 15:37:29,,华东师范大学临港校区组团二（新建图书馆、1#2#教学实验综合楼、3#4#教学实验综合楼）桩基检测公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27292934.htm,2026年09月30日  09:30,2504025009/校内编号：H2026121,,,2026年09月09日 10:13,,,,,
上海市,上海市延安西路358号美丽园大厦14楼,石鑫、周沛然；021-32173713、32173666；shixin@shabidding.com,上海国际招标有限公司,,,,436.5278,,上海市中山北路3663号、东川路500号,刘老师，021-62232260、33503431,华东师范大学,,,,2026-09-09 15:37:29,,华东师范大学临港校区组团二（新建图书馆、1#2#教学实验综合楼、3#4#教学实验综合楼）基坑及周边环境监测公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27292932.htm,2026年09月30日  09:30,2504025008/校内编号：H2026122,,,2026年09月09日 10:12,,,,,
浙江省,杭州市凤起路334号同方财富大厦14层,赵佳璐、杨慧、汪江洪0571-85864735、85860557、85860242,浙江省国际技术设备招标有限公司,,"附件：采购需求.docx,附件：招标（采购）文件获取登记表.doc","[{""attach_name"": ""附件：采购需求.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=4E4BAD1854BA47F2A010AC8F68EC54""}, {""attach_name"": ""附件：招标（采购）文件获取登记表.doc"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=6507FFB351F323DA3AE44C7A884EBE""}]",1350.0,,杭州市上城区凯旋路268号,陈老师；0571-86971068 采购部门邮箱：cgzx1@zju.edu.cn,浙江大学,,,,2026-09-09 15:37:29,,浙江大学继续教育学院物业管理服务采购招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27292918.htm,2026年09月30日  09:30,0625-26216D151.获取采购文件时汇款请在用途栏中注明项目编号：0625-26216D15,,,2026年09月09日 10:11,,,,,
长安区,西安市雁塔区锦业路1号都市之门C座9层招标二部,薛珊、年婷婷、张学强、刘艳,陕西省采购招标有限责任公司,,采购需求.docx,"[{""attach_name"": ""采购需求.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=437B85CA23B306D7BB78C9A5405848""}]",1303.68,,西安市长安区西沣路兴隆段266号,赵老师 029-81891893,西安电子科技大学,,,,2026-09-09 15:37:29,,西安电子科技大学发电系统网络靶场公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27292898.htm,2026年09月30日  09:30,SCZB2026-ZB-0898/017,,,2026年09月09日 10:08,,,,,
市辖区,西章胡同9号院,010-83083702,中央国家机关政府采购中心,,中国消费者协会秘书处全国消协智慧315平台云计算服务采购项目（二次）采购文件.pdf,"[{""attach_name"": ""中国消费者协会秘书处全国消协智慧315平台云计算服务采购项目（二次）采购文件.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=fda933d0-2aad-414c-b8c1-5f92d5""}]",176.0,,北京市海淀区甘家口12号楼3层,010-63253183,中国消费者协会秘书处,,,,2026-09-09 15:37:29,,中国消费者协会秘书处全国消协智慧315平台云计算服务采购项目（二次）招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27292906.htm,2026年10月09日  09:00,,,,2026年09月09日 10:05,,,,,
山东省,济南市槐荫区经十西路28293号,王老师  13210512360,山东诚育项目管理有限公司,,,,159.74373,,山东省济南市历下区黑虎泉北路157号,张老师  0531-86987345,山东黄河河务局工程建设中心,,,,2026-09-09 15:37:29,,黄委山东黄河河务局黄河河口管理局等单位电梯更新改造（山东局）公开招标公告,公开招标公告,https://www.ccgp.gov.cn/cggg/zygg/gkzb/./202609/t20260909_27292862.htm,2026年09月30日  09:30,SDCY-2026-GK003,,,2026年09月09日 10:02,,,,,
