notice_title,notice_type,project_code,publish_time,admin_region,buyer_name,buyer_address,buyer_contact,agent_name,agent_address,agent_contact,contact_name,contact_tel,attach_file_names,attach_json,notice_url,crawl_time,content_text,industry,bid_deadline,source,purchase_method,budget,budget_source,terminate_reason,change_item,win_total_amount,win_detail_json,judge_experts,agent_service_fee,win_supplier,proposed_supplier,single_source_reason,publicity_period,open_bid_time
中国地质大学（武汉）资源学院固体矿产勘查国家级实验教学示范中心偏反光显微镜及显微成像系统采购项目（第二次）更正公告（二）,变更公告,,2026年09月05日 16:06,武汉市,中国地质大学（武汉）,武汉市洪山区鲁磨路388号,陈老师 027-67886485；技术联系人：江老师13387650830,中科器湖北有限公司,武汉东湖新技术开发区高新大道666号A20栋(中国医疗器械有限公司)国药大厦10楼,王玉洁、刘志轩、胡苏明、陈伟、刘国奇、陈文静；027-84888156 转856,王玉洁、刘志轩、胡苏明、陈伟,027-84888156转856,更正公告附件.pdf,"[{""attach_name"": ""更正公告附件.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=5B1CE7C14C50B1FCAFCA01F96A9A81""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260905_27274047.htm,2026-09-10 09:47:03,一、项目基本情况 原公告的采购项目编号：（地大编号：DDCG-20261027）ZKQ2026-061406259ZF(H) 原公告的采购项目名称：中国地质大学（武汉）资源学院固体矿产勘查国家级实验教学示范中心偏反光显微镜及显微成像系统采购项目（第二次） 首次公告日期：2026年08月16日 二、更正信息 更正事项：采购文件 更正内容： 详见附件内容 更正日期：2026年09月05日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国地质大学（武汉） 地址：武汉市洪山区鲁磨路388号 联系方式：陈老师 027-67886485；技术联系人：江老师13387650830 2.采购代理机构信息 名 称：中科器湖北有限公司 地 址：武汉东湖新技术开发区高新大道666号A20栋(中国医疗器械有限公司)国药大厦10楼 联系方式：王玉洁、刘志轩、胡苏明、陈伟、刘国奇、陈文静；027-84888156 转856 3.项目联系方式 项目联系人：王玉洁、刘志轩、胡苏明、陈伟、刘国奇、陈文静 电 话： 027-84888156 转856,教育培训,,中国政府采购网,,,default,,采购文件,,,,,,,,,
南京大学试验卫星天基大面阵相机更正公告,变更公告,GZH2602369,2026年09月05日 14:48,江苏省,南京大学,南京市栖霞区仙林大道163号,胡老师 025-89688969,南京苏宁工程咨询有限公司,南京市鼓楼区中山路99号12楼,张薇025-84207240,张薇,025-84207240,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260905_27273874.htm,2026-09-10 09:47:04,一、项目基本情况 原公告的采购项目编号：GZH2602369（SNZX-20260802） 原公告的采购项目名称：南京大学试验卫星天基大面阵相机 首次公告日期：2026年08月25日 二、更正信息 更正事项：采购公告 更正内容： 原公告开标时间：2026年9月7日9:30，报价文件开始接收时间：2026年9月7日9时00分，报价文件接收截止时间：2026年9月7日9时30分。更正为：开标时间：2026年9月15日16:30，报价文件开始接收时间：2026年9月15日16时00分，报价文件接收截止时间：2026年9月15日16时30分。 更正日期：2026年09月05日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：南京大学 地址：南京市栖霞区仙林大道163号 联系方式：胡老师 025-89688969 2.采购代理机构信息 名 称：南京苏宁工程咨询有限公司 地 址：南京市鼓楼区中山路99号12楼 联系方式：张薇025-84207240 3.项目联系方式 项目联系人：张薇 电 话： 025-84207240,教育培训,2026-09-07 09:30,中国政府采购网,,,default,,采购公告,,,,,,,,,
吉林大学危险废弃物处理服务更正公告,变更公告,JLU-WT26233,2026年09月05日 11:39,长春市,吉林大学,吉林省长春市前进大街2699号,李老师  0431-85167309,中峪国际项目管理有限公司,长春市经开区浦东路12号虹湾国际A座15层,袁新桐  17767728616、18686601880,袁新桐,17767728616,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260905_27273627.htm,2026-09-10 09:47:05,一、项目基本情况 原公告的采购项目编号：JLU-WT26233 原公告的采购项目名称：吉林大学危险废弃物处理服务 首次公告日期：2026年09月04日 二、更正信息 更正事项：采购文件 更正内容： 删除招标文件中资格要求关于“供应商近三年（2023年-至今）内供应商、法定代表人未在“中国裁判文书网”（https://wenshu.court.gov.cn/）有行贿犯罪记录”的要求。其他内容不变。 更正日期：2026年09月05日 三、其他补充事宜 发布公告媒介：中国政府采购网、吉林大学招标与采购管理中心网站 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：吉林大学 地址：吉林省长春市前进大街2699号 联系方式：李老师 0431-85167309 2.采购代理机构信息 名 称：中峪国际项目管理有限公司 地 址：长春市经开区浦东路12号虹湾国际A座15层 联系方式：袁新桐 17767728616、18686601880 3.项目联系方式 项目联系人：袁新桐 电 话： 17767728616,教育培训,,中国政府采购网,,,default,,采购文件,,,,,,,,,
哈尔滨工业大学质子剂量学矩阵测量系统更正公告,变更公告,HITZB-2026000074,2026年09月05日 11:19,哈尔滨市,哈尔滨工业大学,哈尔滨市南岗区西大直街92号,0451-86417955,忱义工程项目管理有限公司,黑龙江省哈尔滨市群力新区丽江路3936号银泰城写字楼27层,刘女士 18946185481,刘女士,18946185481,更正公告----HITZB-2026000074哈尔滨工业大学质子剂量学矩阵测量系统9.5(2).docx,"[{""attach_name"": ""更正公告----HITZB-2026000074哈尔滨工业大学质子剂量学矩阵测量系统9.5(2).docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=202464DEC6E5EE727EE54D96EB0678""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260905_27273582.htm,2026-09-10 09:47:05,一、项目基本情况 原公告的采购项目编号：HITZB-2026000074 原公告的采购项目名称：哈尔滨工业大学质子剂量学矩阵测量系统 首次公告日期：2026年09月02日 二、更正信息 更正事项：采购公告 更正内容： 1.本项目（是/否）专门面向中小企业：否；2. 获取招标文件截止时间更正为2026年09月11日16时30分;3. 提交投标文件截止时间、开标时间及保证金递交截止时间变更为: 2026年09月28日09时30分。4. 请已经获取招标文件的投标人在中招联合招标采购平台重新下载招标文件。  更正日期：2026年09月05日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：哈尔滨工业大学 地址：哈尔滨市南岗区西大直街92号 联系方式：0451-86417955 2.采购代理机构信息 名 称：忱义工程项目管理有限公司 地 址：黑龙江省哈尔滨市群力新区丽江路3936号银泰城写字楼27层 联系方式：刘女士 18946185481 3.项目联系方式 项目联系人：刘女士 电 话： 18946185481,教育培训,,中国政府采购网,,,default,,采购公告,,,,,,,,,
兰州铁路公安局武威公安处2026年国庆慰问品采购项目更正公告,变更公告,GSTDH-ZFCG-57,2026年09月04日 22:06,武威市,兰州铁路公安局武威公安处,武威市凉州区武南镇,高治山19893134152,甘肃天地合工程项目管理有限公司,甘肃省兰州市城关区南滨河东路5198号（名城广场）2号楼529号,张工18893253691,张工,18893253691,兰州铁路公安局武威公安处2026年国庆慰问品采购项目-第1标段招标文件（PDF版）.pdf,"[{""attach_name"": ""兰州铁路公安局武威公安处2026年国庆慰问品采购项目-第1标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=F36BBE18DB1670C73123A72DDEB893""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272869.htm,2026-09-10 09:47:06,一、项目基本情况 原公告的采购项目编号：GSTDH-ZFCG-57 原公告的采购项目名称：兰州铁路公安局武威公安处2026年国庆慰问品采购项目 首次公告日期：2026年09月01日 二、更正信息 更正事项：采购文件 更正内容： 原采购文件中第三章、第二部分投标函填写有误，具体内容详见澄清文件。 更正日期：2026年09月04日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：兰州铁路公安局武威公安处 地址：武威市凉州区武南镇 联系方式：高治山19893134152 2.采购代理机构信息 名 称：甘肃天地合工程项目管理有限公司 地 址：甘肃省兰州市城关区南滨河东路5198号（名城广场）2号楼529号 联系方式：张工18893253691 3.项目联系方式 项目联系人：张工 电 话： 18893253691,公共安全,,中国政府采购网,,,default,,采购文件,,,,,,,,,
ZYCGR22011901设备工业视觉体系设计规范服务采购项目（第二次）更正公告,变更公告,OITC-G260600283-1,2026年09月04日 21:53,广州市,zycgr22011901,广东省广州市海珠区广州国际生物岛星岛环北路9号,位老师020-89806606（6057）,东方国际招标有限责任公司,北京市海淀区丹棱街1号互联网金融中心20层,迟兆洋、叶明、林杨婷、王宸极、李飒020-87001523、0769-26627023,迟兆洋、叶明、林杨婷、王宸极,020-87001523、0769-26627023,0283-1商务要求更正稿.docx,"[{""attach_name"": ""0283-1商务要求更正稿.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=BEF80A63A985BA5BB4D48DCAE02FCA""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272842.htm,2026-09-10 09:47:07,一、项目基本情况 原公告的采购项目编号：OITC-G260600283-1 原公告的采购项目名称：ZYCGR22011901设备工业视觉体系设计规范服务采购项目（第二次） 首次公告日期：2026年09月01日 二、更正信息 更正事项：采购文件 更正内容： 1、获取招标文件截止时间延长至2026年9月11日17：00（北京时间，法定节假日除外）；2、本项目商务要求更正稿详见附件；3、其他均不变。 更正日期：2026年09月04日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：zycgr22011901 地址：广东省广州市海珠区广州国际生物岛星岛环北路9号 联系方式：位老师020-89806606（6057） 2.采购代理机构信息 名 称：东方国际招标有限责任公司 地 址：北京市海淀区丹棱街1号互联网金融中心20层 联系方式：迟兆洋、叶明、林杨婷、王宸极、李飒020-87001523、0769-26627023 3.项目联系方式 项目联系人：迟兆洋、叶明、林杨婷、王宸极、李飒 电 话： 020-87001523、0769-26627023（电话若一时无人接听请发邮件ytlin@oitc.com.cn、mye@oitc.com.cn 咨询，我司会及时回复）,设备购置,,中国政府采购网,,,default,,采购文件,,,,,,,,,
中国科学院微小卫星创新研究院ET卫星光学基准板更正公告,变更公告,ZC26G220287,2026年09月04日 21:27,上海市,中国科学院微小卫星创新研究院,上海市浦东新区雪洋路1号,廖名传  021-20857000,中招工业发展（北京）有限公司,北京市海淀区皂君庙14号院9号楼1至5层,李静  010-87139662,李静,010-87139662,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272785.htm,2026-09-10 09:47:07,一、项目基本情况 原公告的采购项目编号：ZC26G220287 原公告的采购项目名称：ET卫星光学基准板 首次公告日期：2026年08月28日 二、更正信息 更正事项：采购公告 更正内容： 延长招标文件购买截止时间至2026年9月11日17:00时。 更正日期：2026年09月04日 三、其他补充事宜 无。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国科学院微小卫星创新研究院 地址：上海市浦东新区雪洋路1号 联系方式：廖名传 021-20857000 2.采购代理机构信息 名 称：中招工业发展（北京）有限公司 地 址：北京市海淀区皂君庙14号院9号楼1至5层 联系方式：李静 010-87139662 3.项目联系方式 项目联系人：李静 电 话： 010-87139662,教育培训,,中国政府采购网,,,default,,采购公告,,,,,,,,,
中国科学院微小卫星创新研究院ET卫星数传分系统部组件研制更正公告,变更公告,ZC26G220294,2026年09月04日 21:27,上海市,中国科学院微小卫星创新研究院,上海市浦东新区雪洋路1号,廖名传  021-20857000,中招工业发展（北京）有限公司,北京市海淀区皂君庙14号院9号楼1至5层,李静  010-87139662,李静,010-87139662,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272788.htm,2026-09-10 09:47:08,一、项目基本情况 原公告的采购项目编号：ZC26G220294 原公告的采购项目名称：ET卫星数传分系统部组件研制 首次公告日期：2026年08月28日 二、更正信息 更正事项：采购公告 更正内容： 延长招标文件购买截止时间至2026年9月11日17:00时。 更正日期：2026年09月04日 三、其他补充事宜 无。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国科学院微小卫星创新研究院 地址：上海市浦东新区雪洋路1号 联系方式：廖名传 021-20857000 2.采购代理机构信息 名 称：中招工业发展（北京）有限公司 地 址：北京市海淀区皂君庙14号院9号楼1至5层 联系方式：李静 010-87139662 3.项目联系方式 项目联系人：李静 电 话： 010-87139662,教育培训,,中国政府采购网,,,default,,采购公告,,,,,,,,,
中国科学院微小卫星创新研究院ET卫星电源子系统研制更正公告,变更公告,ZC26G220297,2026年09月04日 21:27,上海市,中国科学院微小卫星创新研究院,上海市浦东新区雪洋路1号,廖名传  021-20857000,中招工业发展（北京）有限公司,北京市海淀区皂君庙14号院9号楼1至5层,李静  010-87139662,李静,010-87139662,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272786.htm,2026-09-10 09:47:08,一、项目基本情况 原公告的采购项目编号：ZC26G220297 原公告的采购项目名称：ET卫星电源子系统研制 首次公告日期：2026年08月28日 二、更正信息 更正事项：采购公告 更正内容： 延长招标文件购买截止时间至2026年9月11日17:00时。 更正日期：2026年09月04日 三、其他补充事宜 无。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国科学院微小卫星创新研究院 地址：上海市浦东新区雪洋路1号 联系方式：廖名传 021-20857000 2.采购代理机构信息 名 称：中招工业发展（北京）有限公司 地 址：北京市海淀区皂君庙14号院9号楼1至5层 联系方式：李静 010-87139662 3.项目联系方式 项目联系人：李静 电 话： 010-87139662,教育培训,,中国政府采购网,,,default,,采购公告,,,,,,,,,
中南地区（南宁）空中交通管制能力提升基础设施建设工程备用自动化系统采购更正公告,变更公告,0748-2612CA3040DK,2026年09月04日 20:44,南宁市,中国民用航空中南地区空中交通管理局,广州市机场路南云东街3号,赖先生 020-86125325,中航材国际招标有限公司,北京市顺义区天祥路6号院北京东航中心2号楼8层,赵金倩、董壁莹 19121072242,赖先生,020-86125325,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272667.htm,2026-09-10 09:47:09,一、项目基本情况 原公告的采购项目编号：0748-2612CA3040DK 原公告的采购项目名称：中南地区（南宁）空中交通管制能力提升基础设施建设工程备用自动化系统采购货物采购招标公告 首次公告日期：2026年08月12日 二、更正信息 更正事项：采购公告 更正内容： 原投标文件递交的截止时间（投标截止时间，下同）为2026-9-3   9:30:00现投标文件递交的截止时间（投标截止时间，下同）为2026-9-16   9:30:00其他内容不变 更正日期：2026年08月25日 三、其他补充事宜 该项目为民航专业工程项目，适用招标投标法、招标投标法实施条例、民航专业工程建设项目招标投标管理办法。本招标公告仅为同步发布，具体详见民航专业工程建设项目招标投标管理系统。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：中国民用航空中南地区空中交通管理局 地址：广州市机场路南云东街3号 联系方式：赖先生 020-86125325 2.采购代理机构信息 名 称：中航材国际招标有限公司 地 址：北京市顺义区天祥路6号院北京东航中心2号楼8层 联系方式：赵金倩、董壁莹 19121072242 3.项目联系方式 项目联系人：赖先生 电 话： 020-86125325,工程建设,,中国政府采购网,,,default,,采购公告,,,,,,,,,
zycgr21071302超导加速器测控系统更正公告,变更公告,STC26A396,2026年09月04日 20:43,上海市,zycgr21071302,上海市,杨老师 021-20538775,上海中招招标有限公司,上海市静安区恒丰路600号5楼C座,吴小晶、朱昌丽 021-66275357、021-66279718 crystal_wxjing@163.com、zhuchangliv@sina.cn,吴小晶、朱昌丽,021-66275357、021-66279718,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272661.htm,2026-09-10 09:47:10,一、项目基本情况 原公告的采购项目编号：STC26A396 原公告的采购项目名称：zycgr21071302超导加速器测控系统公开招标公告 首次公告日期：2026年08月20日 二、更正信息 更正事项：采购公告 更正内容： 本项目投标截止时间和开标时间延期至：2026年9月17日9:30。其余不变。 更正日期：2026年09月04日 三、其他补充事宜 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：zycgr21071302 地址：上海市 联系方式：杨老师 021-20538775 2.采购代理机构信息 名 称：上海中招招标有限公司 地 址：上海市静安区恒丰路600号5楼C座 联系方式：吴小晶、朱昌丽 021-66275357、021-66279718 crystal_wxjing@163.com、zhuchangliv@sina.cn 3.项目联系方式 项目联系人：吴小晶、朱昌丽 电 话： 021-66275357、021-66279718,其他,,中国政府采购网,,,default,,采购公告,,,,,,,,,
济宁高新技术产业开发区消防救援大队副食品配送采购项目更正公告,变更公告,SDZG-2026-HW-037,2026年09月04日 19:38,高新区,济宁高新技术产业开发区消防救援大队,山东省济宁市高新区同济路119号,张明明：15864974078,山东中广项目管理咨询有限公司,济宁市任城区阜桥街道洸河路48号银河大厦七楼,刘辰雪 ：13176763344,刘辰雪,13176763344,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272340.htm,2026-09-10 09:47:10,一、项目基本情况 原公告的采购项目编号：SDZG-2026-HW-037 原公告的采购项目名称：济宁高新技术产业开发区消防救援大队副食品配送采购项目（二次） 首次公告日期：2026年08月26日 二、更正信息 更正事项：采购公告 更正内容：  1、原采购文件时间：开标时间2026年09月07日09时30分（北京时间）变更为：开标时间2026年09月10日09时30分（北京时间）更正日期：2026年09月04日 更正日期：2026年09月04日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：济宁高新技术产业开发区消防救援大队 地址：山东省济宁市高新区同济路119号 联系方式：张明明：15864974078 2.采购代理机构信息 名 称：山东中广项目管理咨询有限公司 地 址：济宁市任城区阜桥街道洸河路48号银河大厦七楼 联系方式：刘辰雪 ：13176763344 3.项目联系方式 项目联系人：刘辰雪 电 话： 13176763344,公共安全,,中国政府采购网,,,default,,采购公告,,,,,,,,,
德庆县消防救援大队官圩镇农村基础设施安全工程更正公告,变更公告,ZQCGJZ2026001,2026年09月04日 19:19,德庆县,德庆县消防救援大队,德庆县新圩镇香山大道东4号,詹阳阳0758-7733119,广东建咨工程管理有限公司,佛山市南海区城街道夏南路61号创越时代文化创意园4号楼920室,招工18998593935,招工,18998593935,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272238.htm,2026-09-10 09:47:11,一、项目基本情况 原公告的采购项目编号：ZQCGJZ2026001 原公告的采购项目名称：官圩镇农村基础设施安全工程 首次公告日期：2026年09月04日 二、更正信息 更正事项：采购公告 更正内容： 原响应文件递交截止 / 开标时间：2026年9月14日09:30原响应文件递交地点：肇庆市端州三路24号（即肇庆市公共资源交易中心）303室现作如下变更：1、磋商响应文件递交截止及开标时间变更为：2026年9月16日09:30（北京时间）。2、响应文件递交地点：肇庆市端州三路24号（即肇庆市公共资源交易中心）301室除上述变更外，磋商文件其余内容不变。本公告为磋商文件组成部分，具有同等法律效力，如有冲突以本公告为准。 更正日期：2026年09月04日 三、其他补充事宜 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：德庆县消防救援大队 地址：德庆县新圩镇香山大道东4号 联系方式：詹阳阳0758-7733119 2.采购代理机构信息 名 称：广东建咨工程管理有限公司 地 址：佛山市南海区城街道夏南路61号创越时代文化创意园4号楼920室 联系方式：招工18998593935 3.项目联系方式 项目联系人：招工 电 话： 18998593935,公共安全,,中国政府采购网,,,default,,采购公告,,,,,,,,,
天津大学保卫处2026年双校区安防改造项目采购项目更正公告,变更公告,TDZC2026N0120,2026年09月04日 19:08,天津市,天津大学,天津市南开区卫津路92号,巩老师、蔡老师022-27407504（招标办）,天津滨德招标代理有限公司,天津市河东区九纬路103号万泰大厦10层,郝均璐、王萌、杨姣姣、郝文杰022-24213608,郝均璐、王萌、杨姣姣、郝文杰,022-24213608,【更正公告附件】更正公告确认函.docx,"[{""attach_name"": ""【更正公告附件】更正公告确认函.docx"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=914C16FEA0A54001EF891073A8CB5E""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27272178.htm,2026-09-10 09:47:12,一、项目基本情况 原公告的采购项目编号：TDZC2026N0120 原公告的采购项目名称：天津大学保卫处2026年双校区安防改造项目采购项目 首次公告日期：2026年08月27日 二、更正信息 更正事项：采购文件 更正内容： 1.投标文件的递交截止时间更正为（北京时间）：2026年9月20日上午9:30。2.开标时间更正为：2026年9月20日上午9:30。3.招标文件第四章 用户需求书二、技术要求第2包：视频智能分析预警及人员聚档平台：第11项原文： 11 硬盘录像机 否 套 1 1.支持≥32路H.264、H.265格式高清码流接入。 2.支持≥8个SATA接口，可满配8TB硬盘；实配≥块8TB硬盘。 3.支持≥16个人脸库，库容≥5万张人脸图片。 4.支持≥2路视频流人脸识别，支持≥8路图片流人脸识别。 5.目标识别应用：目标比对报警，1V1比对；支持以图搜图、按姓名检索、按属性检索。  更正为： 11 硬盘录像机 否 台 6 1.支持≥32路H.264、H.265格式高清码流接入。 2.支持≥8个SATA接口，可满配8TB硬盘；每台实配≥5块8TB硬盘。 3.支持≥16个人脸库，库容≥5万张人脸图片。 4.支持≥2路视频流人脸识别，支持≥8路图片流人脸识别。 5.目标识别应用：目标比对报警，1V1比对；支持以图搜图、按姓名检索、按属性检索。  4.招标文件第六章  投标文件格式二、开标一览表第2包“硬盘录像机”数量1套更正为6台。 更正日期：2026年09月04日 三、其他补充事宜 请各投标人在收到更正公告后，将“更正公告确认函”附在投标文件中，并将加盖单位公章的“更正公告确认函”扫描件发至zb@tjbd666.com邮箱。招标文件与本公告有不符之处，以本公告为准，本公告未涉及内容仍以招标文件为准。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：天津大学 地址：天津市南开区卫津路92号 联系方式：巩老师、蔡老师022-27407504（招标办） 2.采购代理机构信息 名 称：天津滨德招标代理有限公司 地 址：天津市河东区九纬路103号万泰大厦10层 联系方式：郝均璐、王萌、杨姣姣、郝文杰022-24213608 3.项目联系方式 项目联系人：郝均璐、王萌、杨姣姣、郝文杰 电 话： 022-24213608,教育培训,,中国政府采购网,,,default,,采购文件,,,,,,,,,
华中师范大学高性能电子测量仪器采购项目更正公告,变更公告,HSAWT01-20260195,2026年09月04日 18:14,湖北省,华中师范大学,武汉市洪山区珞喻路152号,张老师；027-67862880,上海中世建设咨询有限公司,武汉市武昌区中北路86号汉街总部国际B座508室,熊赣、王帆、董娜、丁一；027-86602235-812、027-86602235-802；xionggan@cwcc.net.cn,熊赣、王帆、董娜、丁一,027-86602235-812、027-86602235-802,,,https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27271662.htm,2026-09-10 09:47:12,一、项目基本情况 原公告的采购项目编号：招案2026-2799（华师校内项目编号：HSAWT01-20260195） 原公告的采购项目名称：华中师范大学高性能电子测量仪器采购项目 首次公告日期：2026年08月17日 二、更正信息 更正事项：采购文件 更正内容： 经招标人确认，本项目包件4的采购需求将进行调整，本项目包件4提交投标文件截止时间、开标时间做延期处理，调整后的招标文件及提交投标文件截止时间、开标时间将另行公告。  更正日期：2026年09月04日 三、其他补充事宜 本项目包件1、包件2、包件3情况不变。 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：华中师范大学 地址：武汉市洪山区珞喻路152号 联系方式：张老师；027-67862880 2.采购代理机构信息 名 称：上海中世建设咨询有限公司 地 址：武汉市武昌区中北路86号汉街总部国际B座508室 联系方式：熊赣、王帆、董娜、丁一；027-86602235-812、027-86602235-802；xionggan@cwcc.net.cn 3.项目联系方式 项目联系人：熊赣、王帆、董娜、丁一 电 话： 027-86602235-812、027-86602235-802,教育培训,,中国政府采购网,,,default,,采购文件,,,,,,,,,
甘肃某单位2026年度至2027年度餐厅食品采购项目更正公告,变更公告,TQ-2026-GS25-A001,2026年09月04日 18:12,兰州市,SPD-08,甘肃省兰州市,刘英杰0931-5157230,甘肃安易工程咨询有限公司,甘肃省兰州市七里河区西园街道上西园438-30号第一层002室,王亚龙15193134560,王亚龙,15193134560,"甘肃某单位2026年度至2027年度餐厅食品采购项目-第1标段招标文件（PDF版）.pdf,甘肃某单位2026年度至2027年度餐厅食品采购项目-第2标段招标文件（PDF版）.pdf","[{""attach_name"": ""甘肃某单位2026年度至2027年度餐厅食品采购项目-第1标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=450B1833999310B1E2B3B5D9404CF5""}, {""attach_name"": ""甘肃某单位2026年度至2027年度餐厅食品采购项目-第2标段招标文件（PDF版）.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=64DDEFEE5757BD7330B0CB15B761AB""}]",https://www.ccgp.gov.cn/cggg/zygg/gzgg/202609/t20260904_27271633.htm,2026-09-10 09:47:13,一、项目基本情况 原公告的采购项目编号：TQ-2026-GS25-A001 原公告的采购项目名称：甘肃某单位2026年度至2027年度餐厅食品采购项目 首次公告日期：2026年08月31日 二、更正信息 更正事项：采购文件 更正内容： 招标文件中投标函有误。（具体详见更正后招标文件） 更正日期：2026年09月04日 三、其他补充事宜 无 四、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名 称：SPD-08 地址：甘肃省兰州市 联系方式：刘英杰0931-5157230 2.采购代理机构信息 名 称：甘肃安易工程咨询有限公司 地 址：甘肃省兰州市七里河区西园街道上西园438-30号第一层002室 联系方式：王亚龙15193134560 3.项目联系方式 项目联系人：王亚龙 电 话： 15193134560,工程建设,,中国政府采购网,,,default,,采购文件,,,,,,,,,
