notice_title,notice_type,project_code,publish_time,admin_region,buyer_name,buyer_address,buyer_contact,agent_name,agent_address,agent_contact,contact_name,contact_tel,attach_file_names,attach_json,notice_url,crawl_time,content_text,industry,bid_deadline,source,purchase_method,budget,budget_source,terminate_reason,change_item,win_total_amount,win_detail_json,judge_experts,agent_service_fee,win_supplier,proposed_supplier,single_source_reason,publicity_period,open_bid_time
国家教育统计技术支持与数据服务项目单一来源公示,单一来源公示,,2025年08月06日 15:26,北京市,发展规划司,北京市西城区大木仓胡同37号,15221392310,无,无,无,秦老师,010-68553340、010-68551817）,"专家3.pdf,专家2.pdf,专家1.pdf","[{""attach_name"": ""专家3.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=4eb6804d-281d-4a76-8492-340282""}, {""attach_name"": ""专家2.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=47cd194c-30b4-4135-864f-5c233a""}, {""attach_name"": ""专家1.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=437ace1e-04ad-41bc-a8d4-eb207d""}]",https://www.ccgp.gov.cn/cggg/zygg/dylygg/202508/t20250806_25111166.htm,2026-09-10 09:24:17,教育部申请国家教育统计技术支持与数据服务项目采用单一来源方式采购，项目预算金额 172.91万元（人民币），该项目拟由教育部教育管理信息中心（地址：北京市西城区大木仓胡同37号）提供。现将有关情况向潜在政府采购供应商征求意见。征求意见期限从至 2025年8月7日至2025年8月13日止。 潜在政府采购供应商对公示内容有异议的，请于公示期满后两个工作日内以实名书面（包括联系人、地址、联系电话）形式将意见反馈至财政部国库司审核一处、审核二处（联系电话：010-68553340、010-68551817）和教育部（联系人：秦老师，联系电话：010-66093011），以及使用单位教育部发展规划司（地址：北京市西城区大木仓胡同37号，联系人：赵老师，联系电话：010-66097589）。,教育培训,,中国政府采购网,单一来源采购,172.91,table,,,,,,,,教育部教育管理信息中心,,2025年8月7日 至 2025年8月13日,
国家体育总局体育器材装备中心关于国家体育总局登山中心滑雪登山国家队专项器材单一来源采购的单一来源公告,单一来源采购公告,DYWH25-05,2025年07月31日 14:15,北京市,国家体育总局登山运动管理中心,北京市东城区体育馆路9号,010-87182972,国家体育总局体育器材装备中心,北京市东城区体育馆路3号620,010-87182635,王宏博,010-87182635,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202507/t20250731_25074169.htm,2026-09-10 09:24:18,"th,td {border:1px solid #DDD;padding: 5px 10px;}  国家体育总局体育器材装备中心 受国家体育总局委托，根据《中华人民共和国政府采购法》等有关规定，现对  国家体育总局登山中心滑雪登山国家队专项器材单一来源采购 进行单一来源招标，欢迎合格的供应商前来投标。   项目名称： 国家体育总局登山中心滑雪登山国家队专项器材单一来源采购  项目编号： DYWH25-05  项目联系人： 王宏博  项目联系电话： 010-87182635    采购单位联系方式： 采购单位：国家体育总局 采购单位地址：北京市东城区体育馆路5号 采购单位联系方式： 刘艳、李振龙  010-87182972    代理机构联系方式： 代理机构： 国家体育总局体育器材装备中心  代理机构联系人： 王宏博  010-87182635  代理机构地址：  北京市东城区体育馆路3号620    一、拟采购的货物或者服务的说明:   预算金额可无 标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 1991100 1 滑雪登山专项器材 不限 见采购文件 1991100 见采购文件 否 / 见采购文件 预算金额可无 标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 1991100 1 滑雪登山专项器材 不限 见采购文件 1991100 见采购文件 否 / 见采购文件     二、开标时间： 2025年08月06日 10:00     三、其它补充事宜  线下谈判，具体见采购文件。    四、预算金额 预算金额（元）： 1991100 （人民币）   附件信息： 登山中心-DYWH25-05滑雪登山国家队专项器材单一来源采购.doc111.5K",文化旅游,,中国政府采购网,单一来源采购,199.11,table,,,,,,,,,,,2025年08月06日 10:00
国家体育总局体育器材装备中心关于国家体育总局体操中心艺体国家队专项器材单一来源采购的公告,单一来源采购公告,DYWH25-04,2025年07月01日 17:21,北京市,国家体育总局体操运动管理中心,北京市东城区体育馆路5号,010-87182692,国家体育总局体育器材装备中心,北京市东城区体育馆路3号620,010-87182635,王宏博,010-87182635,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202507/t20250701_24884871.htm,2026-09-10 09:24:19,"th,td {border:1px solid #DDD;padding: 5px 10px;}  国家体育总局体育器材装备中心 受国家体育总局委托，根据《中华人民共和国政府采购法》等有关规定，现对  国家体育总局体操中心艺体国家队专项器材单一来源采购 进行单一来源招标，欢迎合格的供应商前来投标。   项目名称： 国家体育总局体操中心艺体国家队专项器材单一来源采购  项目编号： DYWH25-04  项目联系人： 王宏博  项目联系电话： 010-87182635    采购单位联系方式： 采购单位：国家体育总局 采购单位地址：北京市东城区体育馆路5号 采购单位联系方式： 谢会军   010-87182692    代理机构联系方式： 代理机构： 国家体育总局体育器材装备中心  代理机构联系人： 王宏博  010-87182635  代理机构地址：  北京市东城区体育馆路3号620    一、拟采购的货物或者服务的说明:   预算金额可无 标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 171900 1 艺体器材 不限 见采购文件 171900 具体见采购文件 否 / 具体见采购文件 预算金额可无 标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 171900 1 艺体器材 不限 见采购文件 171900 具体见采购文件 否 / 具体见采购文件     二、开标时间： 2025年07月07日 14:30     三、其它补充事宜  具体见采购文件    四、预算金额 预算金额（元）： 171900 （人民币）   附件信息： 7.1体操中心-DYWH25-04体操中心国家队专项器材单一来源采购.doc86.0K",文化旅游,,中国政府采购网,单一来源采购,17.19,table,,,,,,,,,,,2025年07月07日 14:30
国家体育总局体育器材装备中心关于国家体育总局体操中心国家队专项器材单一来源采购的单一来源公告,单一来源采购公告,DYWH25-03,2025年06月24日 13:52,北京市,国家体育总局体操运动管理中心,北京市东城区体育馆路5号,010-87182692,国家体育总局体育器材装备中心,北京市东城区体育馆路3号620,010-87182635,王宏博,010-87182635,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202506/t20250624_24834029.htm,2026-09-10 09:24:19,"th,td {border:1px solid #DDD;padding: 5px 10px;}  国家体育总局体育器材装备中心 受国家体育总局委托，根据《中华人民共和国政府采购法》等有关规定，现对  国家体育总局体操中心国家队专项器材单一来源采购 进行单一来源招标，欢迎合格的供应商前来投标。   项目名称： 国家体育总局体操中心国家队专项器材单一来源采购  项目编号： DYWH25-03  项目联系人： 王宏博  项目联系电话： 010-87182635    采购单位联系方式： 采购单位：国家体育总局 采购单位地址：北京市东城区体育馆路5号 采购单位联系方式： 谢会军   010-87182692    代理机构联系方式： 代理机构： 国家体育总局体育器材装备中心  代理机构联系人： 王宏博  010-87182635  代理机构地址：  北京市东城区体育馆路3号620    一、拟采购的货物或者服务的说明:   预算金额可无 标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 210000 1 蹦床网面 6 张 210000 具体见采购文件 否 / 具体见采购文件 预算金额可无 标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 210000 1 蹦床网面 6 张 210000 具体见采购文件 否 / 具体见采购文件     二、开标时间： 2025年06月30日 14:30     三、其它补充事宜  具体以采购文件为准    四、预算金额 预算金额（元）： 210000 （人民币）   附件信息： 6.23-DYWH25-03体操中心国家队专项器材单一来源采购.doc80.9K",文化旅游,,中国政府采购网,单一来源采购,21.0,table,,,,,,,,,,,2025年06月30日 14:30
2025年度教育助学服务项目实行单一来源采购方式的公示,单一来源公示,,2025年06月23日 18:33,北京市,财务司,北京市西城区大木仓胡同37号,010-66093019,无,无,无,秦老师,010-68553340、010-68551817）,"专家论证意见表2.pdf,专家论证意见表1.pdf,专家论证意见表3.pdf","[{""attach_name"": ""专家论证意见表2.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=32d0c694-4b95-4829-ba11-e0153b""}, {""attach_name"": ""专家论证意见表1.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=d536c665-b138-4b51-890e-5d2cb8""}, {""attach_name"": ""专家论证意见表3.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=2e9c9b51-d723-4c6f-bb29-357917""}]",https://www.ccgp.gov.cn/cggg/zygg/dylygg/202506/t20250623_24830341.htm,2026-09-10 09:24:20,教育部申请2025年度教育助学服务项目采用单一来源方式采购，项目预算金额198万元（人民币），该项目拟由中国教育发展基金会（地址：北京市西城区大木仓胡同35号）提供。现将有关情况向潜在政府采购供应商征求意见。征求意见期限从2025年6月24日至2025年6月30日止。潜在政府采购供应商对公示内容有异议的，请于公示期满后两个工作日内以实名书面（包括联系人、地址、联系电话）形式将意见反馈至财政部国库司审核一处、审核二处（联系电话：010-68553340、010-68551817）和教育部（联系人：秦老师，联系电话：010-66093011），以及使用单位教育部财务司（地址：北京市西城区大木仓胡同37号，联系人：黄老师，联系电话：010-66097558）。,教育培训,,中国政府采购网,单一来源采购,198.0,table,,,,,,,,中国教育发展基金会,,2025年6月24日 至 2025年6月30日,
2025年度教育助学服务项目单一来源公示,单一来源公示,,2025年06月23日 17:27,北京市,财务司,北京市西城区大木仓胡同37号,010-66093019,无,无,无,,,"专家论证意见表1.pdf,专家论证意见表3.pdf,专家论证意见表2.pdf","[{""attach_name"": ""专家论证意见表1.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=ef1bb7a5-b3c8-471c-947c-c42e0a""}, {""attach_name"": ""专家论证意见表3.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=6912ab43-8732-42e7-96d8-bd4b64""}, {""attach_name"": ""专家论证意见表2.pdf"", ""attach_url"": ""https://download.ccgp.gov.cn/oss/download?uuid=9e30a806-c757-4bc3-939f-17afe7""}]",https://www.ccgp.gov.cn/cggg/zygg/dylygg/202506/t20250623_24829368.htm,2026-09-10 09:24:21,PHA+vczT/bK/yerH6zIwMjXE6rbIvczT/db60ae3/s7xz+7Ev7LJ08O1pdK7wLTUtLe9yr2yybm6o6zP7sS/1KTL473wtu4xOTjN8tSqo6jIy8PxsdKjqaOsuMPP7sS/xOLTydbQufq9zNP9t6LVubv5vfC74aOotdjWt6O6sbG+qcrQzvezx8f4tPPEvrLWuvrNrDM1usWjqczhuamho8/WvavT0LnYx+m/9s/yx7HU2tX+uK6yybm6uanTpsnM1ffH89LivPuho9X3x/PS4rz7xtrP3rTTMjAyNcTqNtTCMjTI1dbBMjAyNcTqNtTCMzDI1da5oaM8L3A+PHA+x7HU2tX+uK6yybm6uanTpsnMttS5q8q+xNrI3dPQ0uzS6bXEo6zH69PauavKvsbawvq688G9uPa5pNf3yNXE2tLUyrXD+8rpw+ajqLD8wKjBqs+1yMuhorXY1rehosGqz7W157uwo6nQzsq9vavS4rz7t7TAodbBssbV/rK/ufq/4su+yfO6y9K7tKahosnzusu2/rSmo6jBqs+1tee7sKO6MDEwLTY4NTUzMzQwoaIwMTAtNjg1NTE4MTejqbrNvczT/bK/o6jBqs+1yMujusfYwM/KpqOswarPtbXnu7CjujAxMC02NjA5MzAxMaOpo6zS1LywyrnTw7Wlzru9zNP9sr+yxs7xy76jqLXY1rejurGxvqnK0M73s8fH+LTzxL6y1rr6zawzN7rFo6zBqs+1yMujurvGwM/KpqOswarPtbXnu7CjujAxMC02NjA5NzU1OKOpoaMmbmJzcDs8L3A+DQo=,教育培训,,中国政府采购网,单一来源采购,198.0,table,,,,,,,,,,,
北京兴奋剂检测实验室特定品牌型号质谱仪采购公告,单一来源采购公告,FZZJ25-01,2025年04月03日 13:57,北京市,北京兴奋剂检测实验室,详情见公告正文,/,国家体育总局体育器材装备中心,北京市东城区体育馆路3号,010-87182686,张老师,,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202504/t20250403_24393538.htm,2026-09-10 09:24:22,"th,td {border:1px solid #DDD;padding: 5px 10px;} 现对北京兴奋剂检测实验室特定品牌型号质谱仪采购项目进行单一来源采购公告，欢迎合格的供应商前来参加。项目名称：北京兴奋剂检测实验室特定品牌型号质谱仪采购项目编号：FZZJ25-01联系方式：采购单位：北京兴奋剂检测实验室采购单位地址：北京市朝阳区安定路1号院1号楼采购单位联系方式：马老师 13641374700代理机构联系方式：代理机构：国家体育总局体育器材装备中心代理机构地址：北京市东城区体育馆路3号代理机构联系人：张老师010-87182686；t87182686@163.com一、拟采购标的的说明:详见本公告附件采购文件二、协商时间：2025年4月10日 9:30三、预算金额（人民币）：7,300,000(元) 附件信息: FZZJ25-01采购文件.docx (101.7 KB)",科研检测,,中国政府采购网,单一来源采购,0.0,table,,,,,,,,,,,
国家体育总局体育器材装备中心关于国家体育总局登山中心国家滑雪登山队专项器材单一来源采购的单一来源公告,单一来源采购公告,DYWH24-08,2024年11月04日 09:13,北京市,国家体育总局登山运动管理中心,北京市东城区体育馆路9号,010-87182977,国家体育总局体育器材装备中心,北京市东城区体育馆路3号620,010-87182635,王宏博,010-87182635,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202411/t20241104_23519828.htm,2026-09-10 09:24:23,"th,td {border:1px solid #DDD;padding: 5px 10px;}  国家体育总局体育器材装备中心 受国家体育总局委托，根据《中华人民共和国政府采购法》等有关规定，现对一、国家体育总局登山中心国家滑雪登山队专项器材单一来源采购 进行单一来源招标，欢迎合格的供应商前来投标。   项目名称： 一、国家体育总局登山中心国家滑雪登山队专项器材单一来源采购  项目编号： DYWH24-08  项目联系人： 王宏博  项目联系电话： 010-87182635    采购单位联系方式： 采购单位：国家体育总局 采购单位地址：北京市东城区体育馆路5号 采购单位联系方式： 李文茂  010-87182977    代理机构联系方式： 代理机构： 国家体育总局体育器材装备中心  代理机构联系人： 王宏博  010-87182635  代理机构地址：  北京市东城区体育馆路3号620    一、拟采购的货物或者服务的说明:   标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 1 滑雪登山器材 不限 见采购文件 146 见采购文件 否 / 见采购文件 标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 1 滑雪登山器材 不限 见采购文件 146 见采购文件 否 / 见采购文件     二、开标时间： 2024年11月08日 10:00     三、其它补充事宜  见采购文件    四、预算金额 预算金额（元）： 146 （人民币）   附件信息： 登山中心国家滑雪登山队单一来源采购.doc92.2K",文化旅游,,中国政府采购网,单一来源采购,0.0146,content,,,,,,,,,,,2024年11月08日 10:00
中国羽毛球协会尤尼克斯比赛用羽毛球单一品牌的单一来源采购邀请公告,单一来源采购公告,DYQW24-08,2024年10月10日 15:39,北京市,中国羽毛球协会,北京市东城区龙潭路20号,67115182,国家体育总局体育器材装备中心,体育馆路3号,87182634,张庆伟,87182634,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202410/t20241010_23327834.htm,2026-09-10 09:24:24,"th,td {border:1px solid #DDD;padding: 5px 10px;}  国家体育总局体育器材装备中心 受国家体育总局乒乓球羽毛球运动管理中心委托，根据《中华人民共和国政府采购法》等有关规定，现对  中国羽毛球协会尤尼克斯比赛用羽毛球单一来源采购 进行单一来源谈判邀请，欢迎合格的供应商前来报价。   项目名称： 中国羽毛球协会尤尼克斯比赛用羽毛球单一来源采购  项目编号： DYQW24-08  项目联系人： 张庆伟  项目联系电话： 87182634    采购单位联系方式： 采购单位：国家体育总局 采购单位地址：北京市东城区体育馆路5号 采购单位联系方式： 赵润  67115182    代理机构联系方式： 代理机构： 国家体育总局体育器材装备中心  代理机构联系人： 张庆伟  87182634  代理机构地址：  体育馆路3号    一、拟采购的货物或者服务的说明:   标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 1 Y尤尼克斯F-90羽毛球 500 中国羽毛球协会 165000 F90尤尼克斯羽毛球 否 / 合同签订后30天 标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 1 尤尼克斯F-90羽毛球 500 桶 165000 F-90尤尼克斯羽毛球 否 / 合同签订后30天     二、开标时间： 2024年10月15日 09:00     三、其它补充事宜  无    四、预算金额 预算金额（元）： 165000 （人民币）   附件信息： DYQW2408尤尼克斯羽毛球单一来源文件.docx35.9K",文化旅游,,中国政府采购网,单一来源采购,16.5,table,,,,,,,,,,,2024年10月15日 09:00
国家体育总局射击射箭运动管理中心特定品牌国产校箭器采购公告,单一来源采购公告,DYZJ24-04,2024年08月22日 15:57,北京市,国家体育总局射击射箭运动管理中心特定品牌国产校箭器采购,北京市石景山区福田寺甲3号,010-88962193,国家体育总局体育器材装备中心,北京市东城区体育馆路3号,010-87182686,张老师,,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202408/t20240822_22964204.htm,2026-09-10 09:24:25,"th,td {border:1px solid #DDD;padding: 5px 10px;}       根据《中华人民共和国政府采购法》等有关规定，现对  国家体育总局射击射箭运动管理中心特定品牌国产校箭器采购进行单一来源采购，欢迎合格的供应商前来参加。   项目名称： 国家体育总局射击射箭运动管理中心特定品牌国产校箭器采购  项目编号： DYZJ24-04  采购单位联系方式： 采购单位：国家体育总局射击射箭运动管理中心 采购单位地址：北京市石景山区福田寺甲3号 采购单位联系方式： 周老师  010-88962193    代理机构联系方式： 代理机构： 国家体育总局体育器材装备中心  代理机构联系人： 张老师  010-87182686  代理机构地址：  北京市东城区体育馆路3号    一、拟采购的货物的说明:国产校箭器，具体需求详见附件采购文件  二、时间： 2024年08月28日 14:00  三、预算金额（元）： 200000 （人民币） 附件信息： DYZJ24-04采购文件.docx147.4K",文化旅游,,中国政府采购网,单一来源采购,20.0,table,,,,,,,,,,,
国家体育总局射击射箭运动管理中心特定品牌激光电子靶设备采购单一来源公告,单一来源采购公告,DYZJ24-02,2024年08月14日 11:45,北京市,国家体育总局射击射箭运动管理中心,北京市石景山区香山南路103号,010-88962193,国家体育总局体育器材装备中心,北京市东城区体育馆路3号,010-87182686,张老师,,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202408/t20240814_22890574.htm,2026-09-10 09:24:26,"th,td {border:1px solid #DDD;padding: 5px 10px;}  国家体育总局体育器材装备中心 受国家体育总局委托，根据《中华人民共和国政府采购法》等有关规定，现对  国家体育总局射击射箭运动管理中心特定品牌激光电子靶设备采购 进行单一来源采购，欢迎合格的供应商前来投标。   项目名称： 国家体育总局射击射箭运动管理中心特定品牌激光电子靶设备采购  项目编号： DYZJ24-02  采购单位联系方式： 采购单位：国家体育总局射击射箭运动管理中心 采购单位地址：北京市石景山区香山南路103号 采购单位联系方式： 周老师  010-88962193  代理机构联系方式： 代理机构： 国家体育总局体育器材装备中心  代理机构联系人： 张老师  010-87182686  代理机构地址：  北京市东城区体育馆路3号    一、拟采购的货物 包号 标项名称 预算金额(元) 规格描述 1 激光电子靶设备 5700000 详见公告附件采购文件 二、开标时间： 2024年08月20日 09:30  三、预算金额 预算金额（元）： 5700000 （人民币） 附件信息： DYZJ24-02采购文件.docx145.8K",文化旅游,,中国政府采购网,单一来源采购,570.0,table,,,,,,,,,,,2024年08月20日 09:30
国家体育总局射击射箭运动管理中心特定品牌射击射箭器材采购公告,单一来源采购公告,DYZJ24-03,2024年08月01日 10:35,北京市,国家体育总局射击射箭运动管理中心,北京市石景山区香山南路103号,010-88962193,国家体育总局体育器材装备中心,北京市东城区体育馆路3号,010-87182686,张老师,,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202408/t20240801_22780786.htm,2026-09-10 09:24:26,"th,td {border:1px solid #DDD;padding: 5px 10px;}       根据《中华人民共和国政府采购法》等有关规定，现对 国家体育总局射击射箭运动管理中心特定品牌射击射箭器材采购进行单一来源采购，欢迎合格的供应商前来参与。   项目名称： 国家体育总局射击射箭运动管理中心特定品牌射击射箭器材采购  项目编号： DYZJ24-03    采购单位联系方式： 采购单位：国家体育总局 采购单位地址：北京市东城区体育馆路5号 采购单位联系方式： 周老师  010-88962193    代理机构联系方式： 代理机构： 国家体育总局体育器材装备中心  代理机构联系人： 张老师  010-87182686 代理机构地址：  北京市东城区体育馆路3号    一、拟采购的货物的说明:   标项序号 标项名称 数量 单位 预算金额(元) 简要规格描述 是否允许联合体投标 最高限价（元） 合同履约期限 备注 1 碟靶 1 包 1210000 / 否 / / 2 电子靶耗材 1 包 91000 / 否 / / 3 国产校箭器 1 包 200000 / 否 / / 4 测厚测硬一体仪 1 包 35000 / 否 / / 标项序号 标项名称 预算金额(元) 1 碟靶 1210000 2 电子靶耗材 91000 3 国产校箭器 200000 4 测厚测硬一体仪 35000     二、开标时间： 2024年08月07日 09:30     三、其它补充事宜：具体采购需求详见附件采购文件   四、预算金额 预算金额（元）： 1536000 （人民币） 附件信息： DYZJ24-03采购文件.docx150.3K",文化旅游,,中国政府采购网,单一来源采购,153.6,table,,,,,,,,,,,2024年08月07日 09:30
中国人民银行征信中心2023年征信 系统国密升级改造资源扩容采购项目单一来源公告,单一来源采购公告,RH-WTDY2024005,2024年03月21日 17:01,北京市,中国人民银行征信中心,上海市浦东新区繁昌路298号,021-20679652,中国人民银行集中采购中心,北京市市辖区西城区北京市西城区成方街32号,66195573,王女士,66195573,,,https://www.ccgp.gov.cn/cggg/zygg/dylygg/202403/t20240321_21668035.htm,2026-09-10 09:24:27,"#noticeArea { line-height:32px; font-size: 16px;text-align: justify;font-family: '宋体';word-break: break-all;} #noticeArea h1, #noticeArea h2, #noticeArea h3, #noticeArea h4, #noticeArea h5, #noticeArea h6{ line-height:2; } #noticeArea *{padding:0; margin:0;list-style-position: inside;} #noticeArea ul li { list-style-type: disc; } #noticeArea ol li { list-style-type: decimal; } #noticeArea .focuscontent{ color:#337ab7;} #noticeArea strong{ font-weight: bold;} #noticeArea h2{font-size: 24px; text-align: center; margin-bottom: 20px;text-align: left;} #noticeArea h3{font-size: 18px;font-weight: normal; text-align: left;} #noticeArea h4{font-size: 16px;font-weight: normal; line-height: 50px; margin-top: 10px; text-align: left;} #noticeArea h5{text-indent: 32px;font-size: 16px;font-weight: normal; text-align: left;} #noticeArea h6{font-size: 16px;font-weight: normal; text-align: left;} #noticeArea pre{font-size: 16px;background: none;border: none;line-height: 32px;} #noticeArea p{ text-indent: 32px; font-size: 16px; line-height: 32px;} #noticeArea table{font-size: 16px;border-collapse: collapse; border-spacing: 0; width:100%;margin:10px auto; word-break: normal; line-height: 24px;} #noticeArea table tr td{border-collapse: collapse; border:1px solid #333;text-align: center;padding: 5px 8px; word-break: break-all;} #noticeArea table tr th{ font-weight: bold; text-align: center; border:1px solid #333;padding: 5px 8px; word-break: break-all;} #noticeArea table tr{height: 32px; word-break: break-all;} #noticeArea .innercontent{padding-left: 32px;} #noticeArea .cleardom{clear: both;height: 0;line-height: 0;overflow: hidden;} #noticeArea .alignright{ text-align: right;word-break: normal;} @media print { #noticeArea { font-family: '宋体'; line-height:1.8; font-size: 18px;text-align: justify;word-break: break-all;} #noticeArea *{padding:0; margin:0;list-style-position: inside;list-style-type: auto;} #noticeArea h1, #noticeArea h2, #noticeArea h3, #noticeArea h4, #noticeArea h5, #noticeArea h6{ line-height: 2; } #noticeArea .focuscontent{ color:#337ab7;} #noticeArea h2{font-size: 34px; text-align: center; margin-bottom: 25px;font-family: SimHei; text-align: left;} #noticeArea h3{font-size: 24px; font-weight: normal; text-align: left;} #noticeArea h4{font-size: 21px; font-weight: normal; text-align: left;} #noticeArea h5{font-size: 18px; text-indent: 36px; font-weight: normal; text-align: left;} #noticeArea h6{font-size: 16px;font-weight: normal; text-align: left;} #noticeArea pre{font-size: 18px;background: none;border: none;line-height: 1.8;} #noticeArea p{ text-indent: 36px; font-size: 18px; line-height: 32px;} #noticeArea table{font-size: 16px;border-collapse: collapse; border-spacing: 0; width:100%;margin:15px auto; word-break: normal; line-height: 24px;} #noticeArea table tr td{border-collapse: collapse; border:1px solid #333;text-align: center;padding: 2px 6px; word-break: break-all;} #noticeArea table tr th{ font-weight: bold; text-align: center;padding: 2px 6px; word-break: break-all;} #noticeArea table tr{height: 32px; word-break: break-all;} #noticeArea .innercontent{padding-left: 32px;} #noticeArea .cleardom{clear: both;height: 0;line-height: 0;overflow: hidden;} #noticeArea .alignright{ text-align: right;word-break: normal;} } {{公告差异化样式}} 项目概况 中国人民银行征信中心2023年征信 系统国密升级改造资源扩容采购项目采购项目的潜在投标人应在供应商前往https://jzcg.pbc.gov.cn/注册并登录，在线报名并免费下载领取采购文件。 若有技术问题，咨询010-66195993。获取采购文件，并于2024年03月29日 09时00分（北京时间）前提交响应文件。 一、项目基本情况 项目编号：RH-WTDY2024005 项目名称：中国人民银行征信中心2023年征信 系统国密升级改造资源扩容采购项目 采购方式：单一来源 预算金额：0.00元 采购需求： 合同包1(中国人民银行征信中心2023年征信 系统国密升级改造资源扩容采购项目): 合同包预算金额：0.00元 序号 标的名称 品目 分类编码 计量 单位 数量 是否进口 是否核心产品 1 江南天安SJJ1528-V90000云服务器密码机 A02010312 台 3 否 是   本合同包不接受联合体投标 二、申请人的资格要求： 1.满足《中华人民共和国政府釆购法》第二十二条规定; 2.落实政府采购政策需满足的资格要求：无 3.本项目的特定资格要求： 合同包1(中国人民银行征信中心2023年征信 系统国密升级改造资源扩容采购项目)特定资格要求如下: 无   三、获取采购文件 时间：2024年03月21日至2024年03月28日，每天上午00:00:00至12:00:00，下午12:00:00至23:59:59（北京时间,法定节假日除外） 地点：供应商前往https://jzcg.pbc.gov.cn/注册并登录，在线报名并免费下载领取采购文件。 若有技术问题，咨询010-66195993。 方式：在线获取 售价： 免费获取 包号 采购文件费用 平台服务费（元） 1 免费获取 0.00 四、响应文件提交 截止时间：2024年03月29日 09时00分00秒（北京时间） 地点：北京市西城区金融大街33号通泰大厦C座911室 五、开启 时间：2024年03月29日 09时00分00秒（北京时间） 地点：北京市西城区金融大街33号通泰大厦C座911室 六、澄清截止期限及要求 澄清截止期限：2024年3月28日16时（北京时间） 澄清文件递交方式：由报名供应商持法定代表人授权书，递交纸质澄清材料并加盖单位公章。 澄清文件递交方式：北京市西城区金融街国际企业大厦B座5层中国人民银行集中采购中心 七、公告期限 无 八、其他补充事宜   无   九、凡对本次采购提出询问，请按以下方式联系。 1.釆购人信息 名  称：中国人民银行征信中心 地  址：上海市浦东新区繁昌路298号 联系方式：021-20679652 2.釆购代理机构信息 名  称：中国人民银行集中采购中心 地  址：北京市市辖区西城区北京市西城区成方街32号 联系方式：66195573 3.项目联系方式 项目联系人：王女士 电  话：66195573 中国人民银行集中采购中心   2024年03月21日",工程建设,2024-03-29 09:00,中国政府采购网,单一来源采购,0.0,table,,,,,,,,,,,
